ID	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H1_7	H1_8	H1_9	H1_10	H1_11	H1_12	H1_13	H1_14	H1_15	H1_16	H1_17	H1_18	H1_19	H1_20	H1_21	H1_22	H1_23	H1_24	H1_25	H1_26	H1_27	H1_28	H1_29	H1_30	H1_31	H1_32	H1_33	H1_34	H1_35	H1_36	H1_37	H1_38	H1_39	H1_40	H1_41	H1_42	H1_43	H1_44	H1_45	H1_46	H1_47	H1_48	H1_49	H1_50	H1_51	H1_52	H1_53	H1_54	H1_55	H1_56	H1_57	H1_58	H1_59	H1_60	H1_61	H1_62	H1_63	H1_64	H1_65	H1_66	H1_67	H1_68	H1_69	H1_70	H1_71	H1_72	H1_73	H1_74	H1_75	H1_76	H1_77	H1_78	H1_79	H1_80	H1_81	H1_82	H1_83	H1_84	H1_85	H1_86	H1_87	H1_88	H1_89	H1_90	H1_91	H1_92	H1_93	H1_94	H1_95	H1_96	H1_97	H1_98	H1_99	H1_100	H1_101	H1_102	H1_103	H1_104	H1_105	H1_106	H1_107	H1_108	H1_109	H1_110	H1_111	H1_112	H1_113	H1_114	H1_115	H1_116	H1_117	H1_118	H1_119	H1_120	H1_121	H1_122	H1_123	H1_124	H1_125	H1_126	H1_127	H1_128	H1_129	H1_130	H1_131	H1_132	H1_133	H1_134	H1_135	H1_136	H1_137	H1_138	H1_139	H1_140	H1_141	H1_142	H1_143	H1_144	H1_145	H1_146
MAP	1.0822528741699	0.987414561496773	1.24753828716833	0.985208845590788	1.01129013472955	0.873406379597031	0.854275071837301	1.12372452676193	0.915270636123816	1.29517640033406	1.04390132626743	0.953843068928803	1.17138553579863	1.15427822303217	1.17049970660146	0.947695648079377	1.07714287728434	0.954714437575884	0.933768330780745	1.14670523295374	1.0919208364416	0.847171326609057	0.812332487330901	1.15456851857509	1.10143334779991	0.93972499287366	0.946047506883674	0.972790968711647	1.13142838481862	0.825268292912179	0.905526032936674	1.14941489903011	0.911668995116491	0.991382054421196	1.24018738703825	1.17839986662553	1.3525646598978	1.21512002346947	1.11512917579263	1.01824228519109	0.937405159126604	0.937405159126604	1.04839783431572	0.883020114805922	0.99795220535138	1.05631980566949	0.982413621259756	1.06420321555637	0.948907562680911	1.01627372230647	1.09787870358035	1.12395276244407	0.932993727314635	1.02596578549497	1.22564537585651	1.02242114315589	1.16010522219268	1.0822528741699	1.21694205277992	1.07743148576308	1.19813514336039	1.18598514817153	0.843065735431342	0.86965989207971	1.16255592391798	1.10011406361401	0.936956641064865	0.891848642145309	0.994495410854053	1.23670757616537	1.02242114315589	0.944704121780969	1.15490797998829	0.843065735431342	1.16005207967112	1.00241738220782	0.879902781721792	1.02085518608649	1.06135762030922	0.985162933344275	0.974578895224819	1.17828129011485	1.08241784494543	0.997416441970807	1.16180759045119	0.99241550173379	1.00052546023864	0.958778575176694	0.868475332018749	0.934750925158881	1.12364680130523	0.994495410854053	1.0900998916724	1.01939105539059	0.966700546530465	1.07866521169432	0.953843068928803	1.14868283368216	1.10293555794436	0.973585093920369	1.24859475085647	1.03366904102874	1.0461870572172	0.942803764490902	1.07437452547554	0.879902781721792	1.05242678457799	1.05891426936354	0.834030301721185	0.921234648996356	0.999474539761361	0.757296477247319	1.17713866564913	0.95572667608169	0.836700201284832	0.847604179074873	0.950895767812731	0.986529816840865	0.936071896408957	0.919939947745597	0.985208845590788	0.921330811654408	1.08241784494543	1.12880042085021	1.05910996880799	1.06939816817367	1.02085518608649	0.903668695783105	0.986830716787174	1.12824284613993	0.874788326166624	0.766836945669122	0.882972033476896	1.07151892834791	0.863840725717166	1.18950568959381	0.890920274829984	1.2312922206639	0.89131179422348	1.15166929878804	0.705029903513787	0.88150284158847	0.772739983222147	0.925010780641348	0.884729231321142	0.867088926779547
Age	0.733333333333333	1.06666666666667	0.866666666666667	1	0.766666666666667	1.16666666666667	1	0.833333333333333	1.26666666666667	0.966666666666667	0.966666666666667	1.03333333333333	1.13333333333333	1	1.03333333333333	0.866666666666667	1	1	0.766666666666667	0.933333333333333	0.9	0.9	1	1	0.9	1.1	0.933333333333333	1	0.966666666666667	1.03333333333333	1.13333333333333	1.13333333333333	1.06666666666667	1.06666666666667	1.13333333333333	1	1.1	1.03333333333333	0.933333333333333	1.03333333333333	0.866666666666667	0.9	0.9	0.866666666666667	0.966666666666667	1.03333333333333	1.03333333333333	1.1	0.933333333333333	1	1.06666666666667	0.8	0.833333333333333	0.833333333333333	1.03333333333333	0.833333333333333	0.9	1.06666666666667	0.933333333333333	0.966666666666667	1.06666666666667	0.966666666666667	1.1	0.766666666666667	1	1.03333333333333	1.06666666666667	0.933333333333333	0.833333333333333	1.1	1.06666666666667	1	0.9	1.13333333333333	0.9	0.966666666666667	0.866666666666667	0.833333333333333	0.933333333333333	1	1.1	0.766666666666667	1.1	1.1	0.966666666666667	1	0.933333333333333	0.966666666666667	0.966666666666667	0.9	0.866666666666667	1.03333333333333	0.966666666666667	0.933333333333333	1	0.9	0.966666666666667	0.866666666666667	1.1	0.933333333333333	1.26666666666667	1.03333333333333	1.03333333333333	1.06666666666667	0.933333333333333	0.933333333333333	1	1.1	1.03333333333333	1.13333333333333	1	1.1	1.06666666666667	0.933333333333333	0.9	1.06666666666667	1.03333333333333	1.03333333333333	0.966666666666667	0.966666666666667	1	1.13333333333333	0.966666666666667	0.966666666666667	1	0.966666666666667	1.1	0.8	1.13333333333333	1.06666666666667	1	1.1	0.766666666666667	0.933333333333333	0.866666666666667	1.03333333333333	0.966666666666667	0.933333333333333	1.06666666666667	0.933333333333333	1	1	0.933333333333333	0.8	1	1.1
BMI	1.00450231373953	1.26719603907947	1.13049624855145	1.06433740857255	1.13277509102946	0.9996836502804	1.24887056449947	0.91778268951765	1.07183704732694	1.15181533777876	0.93271724328343	0.978822804602642	0.993662360465867	1.05759795666983	0.920706129597649	0.972465608846789	1.23828986624142	0.977059159951317	1.07348120078044	1.13576016742924	1.00523744804786	1.04228271678345	0.994192974258577	0.990427319848194	1.02644121166399	0.933347464225636	0.971016840047979	0.96259100432959	1.24405076434524	1.05689542008124	0.97289948698543	1.07896747610518	1.07928808904619	0.901951464824002	0.978822804602642	0.945851757496796	1.13277509102946	1.27965837890727	0.992436329307734	1.17023586780928	1.0732214957103	1.1739383306295	1.03451308810634	0.851998101601154	0.948840845038263	1.12743933115297	0.973789113453295	0.885765990163355	0.876010383013653	0.99293856900715	1.04966783264686	1.18984502233492	0.925377800330401	0.922822989336498	1.16074379389843	1.05673663149955	1.03944457752956	1.1720169912995	1.04290201591066	1.14319690134951	1.07745123503366	0.90674271922479	1.01409569861286	0.803449452003712	0.981804397629581	1.21912592237491	1.00649716591013	1.04706636354125	1.01090124209233	0.992272251724615	0.95309067941912	0.914169371923715	1.10853017569537	0.992278585934635	0.880133393996912	0.882744288178805	0.928005972671137	1.0943523337701	0.93193431416831	0.816609794428164	1.25115833723972	1.09060898780011	0.98032184178661	1.09452794996425	1.26039860047946	0.982350093905291	0.971016840047979	0.944145669654615	0.922242878399607	0.9990823371027	1.13359020469952	1.06319198340944	0.974579681690625	1.01830984489957	0.937102648843001	1.26186801276286	1.055169924314	0.985877383699802	1.03752323819956	0.981015748641164	0.997733921117495	1.11151889188037	0.962229128520677	1.23816045072651	1.07052506657558	0.947181743380319	0.993321598362447	0.805848073911181	1.01938663256683	0.877171617633081	0.912243663375855	1.00101779092957	0.966670414128873	1.0003163497196	0.917095240330696	0.936042438429992	0.973322612509902	1.12873260340826	1.11782362603454	1.0144937779882	1.04428145417885	0.918367007357655	0.956032317441527	1.09790818850069	1.4447077591049	0.974579681690625	1.09664191410639	0.939534932369599	0.97417567831889	1.06057931015955	0.925633009282066	1.02330866543085	1.11768641646061	0.973441038332746	0.925351767504361	1.06050873767518	0.966323720651122	1.38289571590971	1.05865797082955	1.21046142102058	0.935317691773585	0.892489465868244	0.951520430329053	1.05689542008124	0.921396007111584	0.984465058496507
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.988113307151458	0.987930985235259	1.15187406918657	1.13628905177556	1.00603036005355	0.933796731407798	1.16756579831203	0.975399444189294	1.02974726704097	1.01535893827598	1.07022264804459	0.996869290440835	1.16551815986684	1.25668066672823	1.07058672948657	0.928553571807656	0.975872816968622	1.02231369371472	1.00020127862095	1.02698027517556	1.10444022305847	0.814932224394024	0.917229663975858	1.00926919900974	1.02531138787341	0.967181300319957	1.05168425921869	1.04183447677467	0.935465874348992	1.05055634293282	0.762624118148482	0.83243295331129	1.00880857518271	1.11116366689006	1.02936258099593	0.978944544186647	0.831026495842317	1.10642295515271	1.028077873254	0.974191874795838	0.989361497055017	0.975373252660331	1.00498882075996	1.29208010827263	1.10059634776332	1.09072261300519	0.969241074690919	0.920498836685436	1.01426240377963	0.951951487217838	0.920399112012454	1.14524066480905	1.03950984890392	0.99461907270445	1.01032342063044	1.14310907493846	0.948977624684976	0.812683205122459	0.931848872753199	0.929376461485422	0.995768098374206	0.954322811185322	0.830155266029902	1.0406967652371	1.14115725424034	0.892685508592153	0.995559128723141	1.07721921933204	1.11927336743469	1.0419176064536	0.973667450624657	1.01319896486216	1.02470421213251	0.940011887379378	0.967724483919686	0.975834756851821	1.03673638200311	1.18947290241672	0.942717338368871	0.928498724598237	0.794636654071246	1.10367260696007	1.14078959539023	0.967627678669666	0.914158273084242	0.839714928471577	0.994887228927694	1.03577886773615	0.971053318951948	1.02227590872087	1.04832772750028	0.825151752727159	1.00708545398077	0.906398500697692	0.945397804181068	1.00595819970604	1.05578906112564	0.975476485059899	0.971217356125507	1.0785270566511	1.0546644725531	0.921394324829889	1.0389967333221	0.869864706473321	0.890529598808524	0.897944423277281	1.04817564966567	0.965028198241353	0.999798721379046	1.22308214314265	1.03112949284681	0.770036592749231	1.07514244411714	1.04398696515251	1.04044629055267	1.11200945078561	0.96373971899036	0.89178155318618	0.526409777345182	1.04322551047158	0.954510811098474	0.892708327625169	0.993636561902142	1.0086246176691	0.721919531917406	0.939421116527929	0.940922420119515	1.03692319384202	0.989524819859407	1.07738665959022	1.06597883744091	1.01093047588615	0.796437759102013	0.885615175142463	1.00133572427999	1.24773837346181	1.1485884290117	1.10637056592711	0.926801816722802	1.01267217308664	0.871770614862359	1.06498664702992	0.891182225231105	0.84370416915673	0.89073494038951	1.0189310152778
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.794910727403677	0.997668020546563	0.971334582247879	1.09243412337337	1.04865837496826	0.9470224622387	1.08438700315691	0.945457134317859	0.957409825833306	1.13353241076033	1.27428192050103	1.13934247069338	1.00449843294369	0.978686665917038	1.07495592703291	1.10734739969011	1.09647390936562	0.843653126015519	1.03569917712342	1.21607942667329	0.939024225776993	0.831880865264207	1.0891534355699	1.03475959550558	1.02908139190966	1.06269887559281	1.15909353042433	1.09479956978527	1.0895712921206	1.15058472884631	0.81478424817473	1.09016624260874	1.03867514313909	1.07793697468484	0.995318152438083	0.860197005679104	0.982486446668131	1.15338514743124	1.07601969179442	1.1474777142157	0.812110970884913	0.883346973832253	0.959804019978305	1.06958089715871	1.01527485936346	1.06661868239381	0.884577127195572	1.06604672438494	1.25515342537196	1.09309434577032	1.05997508870883	1.07452259663922	1.02054133451029	1.07985456086306	1.06200361557746	0.934330237681209	1.01531412908599	0.929233851487482	0.94553168445066	0.866373983360378	0.915841721533867	0.930721620557244	1.08395266173104	0.806233281250951	0.981854380475986	1.04112256952531	0.961924917843039	0.996910091965764	0.998188521745186	0.996599942625947	1.07580727226192	0.792872811423088	0.911267995152518	0.965099445317729	0.851242970871069	0.978246272522602	0.891440983513406	1.12634845804892	1.15617908629803	1.00133816591136	0.851317568774144	1.17267587013048	1.146831361163	0.897828290432714	0.961675628815785	0.97678428925271	0.996273691594424	1.04094102908404	1.11931115554125	0.913068474197387	0.886755851034221	0.877157099184153	0.895037022169675	0.901146625607825	1.01176987676619	0.962336951704508	0.883865633976209	1.02817711302496	0.844534900921845	1.02740192323047	0.936779326284339	1.01592413686854	1.0055746682583	1.05955258259723	0.911043543722247	1.00802781927463	0.998520865511707	1.14305240549613	0.985389750752386	1.02924076257362	1.04799459825927	0.893017739003595	1.11822993704337	0.93119814118924	0.871313061601353	0.763895588550486	0.960642201677692	0.962318388542944	0.847605214357366	0.949009041573429	1.16857185163435	1.20584567480193	1.01359370043452	1.16156445423017	1.07955216294208	1.02634043316618	1.06496490409399	0.891228563168125	0.963823860277232	0.769174954296157	1.14443742123168	0.917975189603924	1.00518131901921	1.09250430303544	1.02962255188786	0.946170522615017	0.878801857932	0.915828177265706	1.00029605973942	0.953943617040988	0.982535182092492	1.0301684026035	0.99023451284472	0.851473545167968	1.15646304328176	0.999703940260579
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.05658983906786	1.07072791100335	1.0001833139714	1.1188019636392	0.953272563833309	1.06317959461493	0.934929054578829	0.875443368009336	1.16413272040427	1.08621458953045	1.0862276437171	1.00743650861371	1.00847985234117	1.07879853358403	1.0833972882056	0.980954540452308	1.15231357598199	1.16792078068305	1.17528626707379	0.802751514343015	0.848861250753224	0.916188999610899	0.978455825816671	1.01113163430367	1.18196732474411	0.915775509370961	1.11207139217313	1.07081373907505	0.973364658484944	1.00197779584489	0.713320932527064	0.931139449687892	0.947090556717414	0.995854414603372	1.03375984446104	0.97453364009078	1.11892482485564	1.05289309854829	1.07599429854866	1.05584831036227	0.828696805629976	0.875285900969561	1.09720277138465	1.2313917579414	1.08525658401167	1.10059888288419	1.03287782413505	1.07898237173946	0.977406363643013	0.902602918495258	1.02728899055298	0.98022497440189	1.11588853872913	0.769460061018754	1.01942900614805	0.983907898767384	0.943208263524641	0.743525755824384	1.14157936747004	1.12241771138949	0.940488060053108	1.16432379244521	0.828554032262885	1.00702326731177	1.10919085762138	0.947151166296921	1.08533586967886	1.08061576991124	1.05031366527864	0.783182674875779	0.847680080582715	1.11261640550133	1.22180314252067	0.984521885747594	1.02019497004958	0.991190985237498	0.974764233923701	1.05715911122505	0.988425032638004	0.835000956665558	0.995945536400148	0.982599129859336	0.959779820761922	0.929236348394798	0.83198094588781	0.925953527412665	1.31231493690667	0.893286731049967	0.966078701585064	1.09617621935188	1.03241552186732	1.04476286701431	1.03735308474263	0.961013593739651	0.999816686028603	0.998402627164425	0.989360723145393	1.03768321214503	1.10543254426603	1.14030109051675	0.911565946184076	0.987649675562051	0.928947415784002	0.937398012667083	0.923373325125265	0.803242830970388	1.04688299035824	1.03973745102256	0.993376383199443	1.12132570292257	0.955760788974427	0.987439617669339	1.19027284551172	0.923167282529297	1.20571959450871	0.936242047084162	0.905417998223	0.835689092976697	0.754392863545198	1.1315999065965	1.00274504184727	0.954308233389783	0.988573136474992	1.12095164018678	1.08953099076702	1.20459303902436	0.964838332762793	0.830250082927118	0.982132476094146	1.06524070405466	1.1912069833427	1.1003452378544	0.958117070154788	1.05955091166503	1.12693613346442	1.01194450556527	0.811712612641211	1.01900386764667	1.07341627457403	1.04689033597193	0.946160420159617	0.987243118005347	0.945196038837278	0.885275982266848	0.892653380387933	0.847785077724215
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.85272463340639	0.978170039607553	0.997870754267867	0.901910187741293	0.901516233495375	1.02047209850114	1.21103920206255	0.888493776282481	0.885475645309187	1.00335675670417	0.961582802304915	0.836790378236052	0.979478052227647	0.948452066526524	1.07809728163596	1.03174986338928	0.951129353924383	1.09585622390378	0.879942330376448	1.00253746779375	1.17439393646183	1.05825247386297	1.10988727711229	0.837109505444739	0.87695620922774	1.04028374166964	0.891004018179338	0.895626875291127	0.890264222286023	1.10541283457956	0.881205173143339	1.1403485257902	0.876986477769344	0.756608930338518	1.05488837485359	0.828910742552064	0.840355517006256	1.13826190153328	1.15056081181031	1.05161646917331	1.00209483412329	1.06002792215222	1.0441398886536	0.888311761933724	0.945475728717557	0.818887381901189	0.89414851038911	1.06209523570553	1.08493490637726	0.883860248592442	0.981022991127653	1.25415032798678	0.951554980573803	1.17659857098628	0.960105473510675	1.16829127381919	0.88242221024679	1.05886098090065	1.05431392258132	1.09127487474358	1.14172045500367	1.21445187999603	0.944032953374962	1.10309481251668	0.907680871547503	0.822871224809355	0.883434548196112	1.04180448797789	0.895304707057871	0.885729204629193	1.21431096080619	0.688418648477875	0.958696239820286	0.96882663845898	0.867793776081763	1.01454780107909	1.12038260843189	0.991594499029193	1.14600626149357	0.890597173157142	1.12358803740561	1.20808325856944	1.00469626510442	1.03533864977704	0.989148290356066	1.08839102922169	0.997905165876711	1.13374908217272	1.03381188532142	1.12758811789101	1.11728328573969	1.20487987945593	1.25830464129712	1.01103461209591	0.786713631158888	0.815916656799771	1.42458773192999	1.16793974559992	1.06170677397152	1.12435911360254	1.13311666206636	0.966892829342288	1.06510637318734	0.927106480209333	1.11471695759908	0.850955115433974	0.976540657732554	0.920502300109799	0.982426891996103	0.78676172950764	0.924032859245987	1.24521870586805	1.01541198326274	1.02914794891776	1.06268353963408	1.0392058527089	0.899652884909327	0.899511560986219	1.26112121169171	1.0568977552342	0.874335127268762	0.738721223629856	1.0726768718905	1.17324982735011	1.0493121088425	1.10581264339392	0.969366816955759	1.03934084351611	1.20226694976181	0.849018593414616	0.905306751546602	1.16907502641861	0.952856574585012	1.13913460876489	0.880385307010185	0.940618803281133	0.880233220070411	1.19064363581975	0.980225285699978	0.966588555227044	0.968961531774598	0.845801919983959	0.989945462912858	0.871473920636127	1.17850329923084	1.11197935391758
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.873016270529777	0.94634418777438	0.94459465305658	1.11111739305949	1.02956516715211	0.914951942604345	1.05460804360429	0.869214804015329	0.923791876093661	1.02251049787466	1.12286570153044	0.988484138022256	1.06630109661172	1.06765679187488	1.17978389921187	1.08008438374647	0.897398051273984	1.04954937880745	0.908439976443104	1.0092103350339	1.20643756106344	1.06478424967522	0.935545886448428	1.06569685163967	0.922261588292463	0.922586166109894	0.980011506919852	1.08059109540755	0.997938773339588	1.02836605023688	0.878132530089987	0.844705251151473	1.03637558765559	1.02033174639232	0.830517183740239	0.950049634284216	0.831228862582321	0.887414912645402	1.03467883441941	1.02479857589218	0.887535379511986	0.987476417923104	0.987877827834637	1.15284124863588	1.02324390481334	0.909392273412982	0.948613364372365	0.933568793399967	1.1542285213116	0.931650237851476	1.00493115314215	0.965746681000978	1.07882124874171	0.895161880171167	1.06207223455774	0.903416298854918	1.10514374209648	1.07256197168137	0.998907339371192	0.991929777923429	0.93973553613346	0.898369308272927	0.908588556438709	1.04384624379187	1.04653987448654	0.981369337947734	1.04806385537445	0.983474575818402	0.987351933604748	1.11561728882187	1.01130452677596	1.12946293211592	1.14794449491199	0.981424433668154	0.881307453841885	1.21785179144526	1.14094529030566	0.936712683296525	0.839716665562338	0.95916383667642	1.02411086061351	0.905799604102591	0.902310112337133	0.93211872997752	0.969838935393127	1.1019222620285	0.919869702145918	1.1706858534482	1.00494564406942	1.05678326484987	1.15354744056806	1.00773589868462	1.08056818733735	1.15458686940275	1.01619168466292	1.09132246877967	1.1280287299206	1.02152250557366	1.03343362954997	1.00233896422857	0.853235822000091	1.05644870381735	0.979190548920606	0.95555168444553	0.977933659881462	0.826909084272297	1.08502983479686	0.886181816617458	1.0104641310388	1.03200404119558	1.13596324563494	1.13201177552049	0.924040224737877	1.02607557678817	0.89351248638558	0.939768125921888	0.838933852057588	0.878841369108036	0.777968892679958	1.02860527943427	1.05086228740692	1.13124642478269	1.00532519903184	1.19174919546452	1.06050699366377	0.95247782684601	0.974746173831299	1.06740221605247	1.00109266062881	0.949209478615404	0.928644524524855	0.953506545107038	0.830229816167791	1.04222174932444	0.893284349929507	0.865920843803706	1.00616306760577	1.08936180237145	0.911600211494659	1.13685646083019	1.1468051981491	0.870692788126103	1.06273902690487	0.811199896789187	0.980489053829705	0.899458128328006
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.877852435014813	1.05530903128069	0.76612086053821	1.13989037226428	1.11975755041427	0.970176100083972	0.953170638534733	0.989507727154941	0.967982332515719	1.11686260165694	1.17994538157231	0.86799432587212	0.990962583539515	1.19323324360679	0.941691863896143	1.18680522011882	0.951807261561802	0.881680889790429	1.03206581614217	1.10730715431672	1.09137473500481	1.01308128355855	0.922142223692685	0.894610424122067	0.960254746336373	0.984106071194385	0.842862102535212	1.0012038714214	1.00458036822063	0.967179034333151	0.969087953325669	1.00948500020616	1.00681566500519	0.9987961285786	0.978425700215544	0.992997581060126	1.01116258845121	0.989389478307801	1.02107964602985	0.992281275090691	1.08512825703199	1.17610286620451	1.1014499110719	1.27178047321512	0.972299223519082	0.933676619823824	0.878075010272153	1.0596992748394	1.0399387202151	1.10926825694947	1.19286672606508	1.03350250174467	1.21055163803695	1.1284855915455	0.941872978887947	0.945729883755578	1.13693020371549	0.817209902735369	1.22502353102833	1.01093744729466	0.889361676756329	0.948251101978918	0.962985154622313	1.00694962722009	0.97260456771407	0.866908475772355	1.09285119847529	1.07046950974239	0.88476464546657	1.07321871561924	1.15698840392314	1.02653012318048	1.10985191831586	0.945142823866635	1.22692685777431	1.11619031644962	0.930541649691721	0.984370817489488	1.08501543339788	0.838956997256131	0.963287918014382	1.14714684628266	0.908047088136432	0.889045247419579	0.965933487667356	1.04210727764712	1.133042575859	1.04958979963603	1.11914986905439	1.04373964660584	1.02121480754912	0.86399597886162	0.877744566564785	0.995714738051838	0.913216632185283	0.945816273564548	0.967783637165085	1.19546097986985	0.888596724006963	1.08240512585584	1.03481052334181	0.943628047028602	0.961987351713782	0.923307922840253	0.76100781150396	1.01659744463434	0.995042496001681	1.00488920244099	0.79350502079691	1.0245018523088	0.80642401826662	1.04640501035208	1.11863075490262	1.03188523060309	0.991370766842004	0.925505356078157	0.956590774350725	0.977558837166561	0.745969379749493	1.14705536980737	1.14298930558331	1.22840516209624	1.04114531048916	0.875947746231691	0.96044142585257	0.752187266451836	0.718453885504367	1.00369865233791	0.910778536849662	1.04888022816646	0.923321667601735	0.994852496305818	1.170886470539	0.978459797155288	1.1698475602047	0.923461204752739	1.02050441347386	1.10578727328498	1.20037000911066	1.08283454075121	0.877910953707001	1.07132756305926	1.02082627953875	1.01511805874665	1.01605472439555	0.969596576867824
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	1.00514884925842	0.819337134498787	1.1073147093292	0.97647742658082	0.807128888568741	0.981032930522326	0.929204397551547	1.0548771170398	1.14459557916509	0.971493640399606	0.864671979684136	0.985183118804782	1.04413601816484	1.07845294646327	0.991426595667455	1.14378476451047	1.00360441833916	0.96859734980686	1.15062104712498	0.961426447495511	1.04605134529083	1.05509874263148	1.12237790679534	0.865578898238756	1.00679872619604	1.01947124056449	0.955721687684965	0.966890951982825	0.922526081032589	1.05092447336435	0.975740130292853	1.1010863307889	0.913219877496536	1.31201332503362	1.00835008871801	0.939160618568463	1.0587570517074	1.0957236734209	1.24902581534724	1.0468013149127	0.797885293121168	1.03843485669483	0.846803920925714	1.22718325842462	0.959484997903162	0.847198723484399	0.976789595440219	1.0883565504256	1.03756124950904	1.19717775671984	1.08329173645813	1.0453806477009	1.04942062524222	1.09579370139588	1.00501947702779	1.18614582603147	0.983638016906906	0.917755445616289	0.914074340020926	0.944558466310953	1.02178916530536	0.993750333316297	1.07199650051776	0.982678767504377	1.03282419123163	0.891094830954999	0.835481559347019	1.07163621630957	0.999938589473359	0.953258638274918	1.08532246472445	1.0381108947335	1.00632236381883	0.861879174313983	0.908557332777199	0.969151586420932	0.935412360135293	1.09497131700397	1.02811065892678	0.813622842640888	0.939070615099172	1.03265487554008	1.04623589784306	1.01875520313434	0.896177936892066	1.14493174372609	0.987871248781122	1.07246081033978	1.10677815693169	1.06487933317175	1.00518268036247	0.857392464077362	1.05910384182944	0.923045431530498	0.996489210585151	1.01215993088518	0.925356365348423	0.926060964600345	0.921625205469643	0.925871524760705	0.860760063755736	1.05712706124107	0.976196441001423	1.00495024205064	0.874515731254433	0.906894345008431	1.11885584273188	0.890453551035443	0.865763466066069	1.13599651948586	1.04413200674315	1.0799034791315	1.07026417697579	0.957506222654463	0.973771608419	0.964734235023847	0.839038514214998	0.879056503576124	0.783042433139891	0.894768487733856	0.987023368015645	1.09924092762583	1.08031788666008	1.09392945290661	0.910874485741892	0.916320078958969	0.964533030963223	1.01219643041282	0.995259849626131	1.07109881215294	1.1806667848327	0.976069540378799	0.96975692856638	1.00006141052664	0.935637234087168	1.02396601906442	0.887055693125379	1.06897197198154	1.10881543306278	1.04826898330546	1.04529702699446	1.04796838672107	1.0933204267402	0.846756920954522	0.889326619509012	0.944385861571661
