ID	H3_198	H3_199	H3_200	H3_201	H3_202	H3_203	H3_204	H3_205	H3_206	H3_207	H3_208	H3_209	H3_210	H3_211	H3_212	H3_213	H3_214	H3_215	H3_216	H3_217	H3_218	H3_219	H3_220	H4_125	H4_126	H4_127	H4_128	H4_129	H4_130	H4_131	H4_132	H4_133	H4_134	H4_135	H4_136	H4_137	H4_138	H4_139	H4_140	H4_141	H4_142	H4_143	H4_144	H4_145	H4_146	H4_147	H4_148	H4_149	H4_150	H4_151	H4_152	H4_153	H4_154	H4_155	H4_156	H4_157	H4_158	H4_159	H4_160
MAP	0.970109080606318	1.05396720600098	1.12815118403281	1.23192258581629	1.14970784814906	1.14840948830253	1.01103611836831	0.908138206401622	1.0612125528089	1.0503226326952	1.27083686148509	1.03516260247102	0.959019231073908	1.05620115080141	1.15020588870807	1.21978455255457	1.0642914135077	1.02610343189796	1.16205009353675	0.929468608587402	0.916418521904812	0.99824027993718	1.0077046322066	1.08136225480481	1.19993707701967	1.04479243039319	1.26317536523741	1.21848826846769	1.196713544749	1.24577568280904	1.40379921748206	1.22986014189548	1.16782741547785	1.15454151923424	0.915044274771073	1.17976199220993	1.23800340116726	1.23275335161888	1.20806578361979	1.13129143180272	1.1745622995254	1.11925660333252	1.33212384462182	0.828158819080724	0.964542992980992	1.03266220107542	1.09605525580132	1.27394087734593	1.19156467091789	1.05440227557586	1.1349309856871	1.28912647472848	1.29262604577116	1.15454151923424	1.1168728526147	0.99462636823988	1.01962393124486	1.04436254909217	1.25496696543533
Age	1.57142857142857	1.17857142857143	1.10714285714286	1.25	1.14285714285714	1.03571428571429	1.25	1.32142857142857	1.10714285714286	0.785714285714286	1.5	1.44827586206897	1.20689655172414	1.17241379310345	1.03448275862069	1.31034482758621	1.31034482758621	1.31034482758621	1.31034482758621	0.96551724137931	1.24137931034483	1.06896551724138	1.17241379310345	1.03225806451613	0.967741935483871	0.967741935483871	1.25806451612903	1.12903225806452	0.903225806451613	0.838709677419355	1.03225806451613	0.903225806451613	1.03225806451613	0.741935483870968	0.838709677419355	1	1.03225806451613	0.903225806451613	0.774193548387097	0.838709677419355	0.935483870967742	1.03225806451613	1.2258064516129	0.870967741935484	1.16129032258065	1.06451612903226	1.2258064516129	1.06451612903226	1.12903225806452	1.12903225806452	1.06451612903226	1.12903225806452	1.12903225806452	1.06451612903226	0.967741935483871	1.19354838709677	1	1.19354838709677	1.19354838709677
BMI	1.03668083923119	1.08506963435192	0.981173218453436	1.38626286955073	1.02625843274404	1.14889728996985	1.1972267913607	1.23400066040947	1.12762106399531	1.16270506174215	1.09968707222896	1.11089366672165	1.19494701836192	1.17015464308163	1.21618157745751	0.934561324518663	1.06222366854937	1.09706672967105	1.19126750266357	1.30057461785015	1.03908426688302	1.06431841585571	1.07975776001569	1.55320415656821	1.00701262076995	0.980473718205225	0.980262746078121	1.08531851922605	1.02642530218859	1.351177711328	1.03964653127047	1.88105113268848	0.977297080748538	1.02095347345901	1.19297690017494	1.32219802353893	1.22099028925438	1.28683167623615	1.09373190218498	0.920591946057905	1.01861469673568	1.31247846809197	1.30387683308117	1.39464724301161	1.06016415022514	1.13957637724227	1.40052200532021	1.02877891651207	1.4101951932667	1.35424074840855	0.961085611561829	0.954765721248788	1.80084694876345	1.33392250970588	1.45966143378512	1.65416614310031	1.06895542831283	1.11719617579403	1.31693531223643
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.791170670620404	1.00546466116367	1.01107647656558	1.01018996589417	0.767706624535089	0.949154798799067	1.15098797033195	0.954129745696441	0.824739322444875	1.00476914886766	1.11989452704256	0.768781368776468	0.932554606114576	1.19167816900656	0.46545306316665	1.26031249694877	0.508564061407381	0.964811540657946	0.785774308842135	1.17423540458625	0.745237161410505	0.880221254145542	0.622995074244048	1.03995346984687	0.86573742817169	0.840567164156787	0.893743169110973	0.74672166335881	0.883328831744583	0.817423772494882	0.811858875373256	0.91765198589873	0.863772328380111	0.879506464175625	0.986319629633886	0.937953295659952	0.921190634586293	0.649940342848846	0.903695903900068	1.03533471054726	0.798587786363101	0.913673847556306	1.05978163621919	0.89721845973452	1.03593964209428	0.882669062865205	1.06499753239199	0.969408720788141	0.983934223608149	0.930486383471344	1.05537804522311	0.921851435121525	0.958222765167744	0.997001541499912	0.985837171573808	0.927286161009106	0.903982883944673	0.765772440337047	0.867933210610281
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.857657590683915	1.0486671875051	0.983365899900423	0.941102066468952	0.952100399672718	0.902960326731006	1.10545079617772	0.914065914649285	0.82403219464246	0.934671328115333	0.971631976379872	1.02366231925755	1.09739465148416	1.16452619421678	0.688793167560731	1.07126418121657	0.670100369026916	1.30132139301505	0.731149143892704	1.0670626983009	0.919628941971537	0.839770395097221	0.793235307980622	0.999683757973603	0.834719305879335	0.813178124979479	0.862271291735193	0.964453733308765	1.07667754247511	0.797494384022341	0.98655662512339	0.822656907996084	0.869649860225823	0.902231835506751	0.972890520166206	0.872602237880169	0.965774822341165	0.567917787568236	0.795329874329982	0.968796800436624	0.791262093711641	0.879519280386709	1.12757721265593	0.878140655228597	1.07226870937919	0.801520532558319	1.03837562647444	0.902609929660859	0.872168178221264	0.720503126524897	0.936208029526773	0.857451859569064	0.966912354060213	0.883033113296842	0.867748348643741	1.00685404187767	0.952213551552676	0.881371777932348	0.816980189577848
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.77927811632715	1.00463023596245	0.86301249071602	0.93827058963826	0.785426536270293	0.948293756751516	1.08392877702432	0.786706069149526	0.733605503214989	1.00901891243777	1.09044891425155	0.843124057913888	1.00004429279778	1.15321693264315	0.725444579613578	1.31951602040735	0.714540453730305	1.18395402890086	0.986792406397977	1.06110740298279	0.837109466797939	0.766727732890187	0.718252062666778	1.05086608316234	0.891461433592779	0.923046644925093	0.906215849665588	1.03697140956477	0.977413203675878	0.954065325167613	0.940097266429121	1.07061368249491	0.985254883214685	0.862631869054576	0.94614175522353	0.862206004392404	0.970594741827196	0.792736089018874	1.05364904236782	1.08035613552453	0.923823331317805	0.724266038513712	1.1008159872877	1.17798536631347	1.15628623647312	0.758519810514735	1.04358337384819	0.816872026682991	0.827537001697972	0.89505257926359	0.961162385818933	0.794527877801508	0.958088354848441	0.970941691039308	1.03835318281254	0.895964520218418	0.907342091851984	0.965145858787154	0.831346397321654
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.976694596602567	0.915037704561944	0.821369204210752	0.974453663497595	1.13253474966804	1.0536419755257	0.947521403123146	1.27425371024243	1.06020367362061	1.0958409440077	1.01413589154801	1.05091798272066	0.951442711782748	0.7630226645983	0.861488913038128	1.02978928282857	0.873538743721126	1.18938682004998	1.04799111804193	0.872945002253207	1.04441337013472	0.773795532124976	1.13417171597087	1.00390332810517	0.790226969848815	1.01924749561454	0.606569211107164	0.856767240320283	1.03954407948596	0.976332831593361	1.15010656223694	1.05162130148819	0.957002875798716	1.10218242816922	1.20374938723597	1.08317940511918	0.957161369119736	1.10026653184091	0.964326816889913	0.795883137774061	1.161293217388	0.898690212364686	1.04245568385308	1.04202572101057	1.00223446096081	0.963453233517392	1.06463485965649	0.855641528018389	0.80233249337822	1.00309768790545	0.679840484608201	1.1856024877953	0.82983853708617	1.28857871975387	0.654500195665066	0.897715975852842	0.816328509208325	0.854226241160874	1.00538259215878
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.868056582896051	0.957428466151705	0.832301635464886	0.958433789600817	0.93866012939501	0.973203828527247	0.839524914704461	1.06594149253102	1.16296151479842	1.02072492952797	0.953851500721359	0.953416070393653	1.09328968895336	1.10165626974939	0.846973564614534	1.02685299134329	0.811667509523061	0.927262423589963	0.833586444465387	1.15444759340017	0.95013521380791	0.908272111661294	0.801912115725048	1.04561444745486	0.943075733228394	0.979431497604431	0.843717234535066	0.973649536302863	1.03510467625117	0.872986952641441	1.03655614867115	0.843396533954331	0.88079268672969	1.15711891135948	0.953996997077841	0.963016699707336	1.01964581690368	0.890022955662649	0.927536775930254	0.962377288156526	0.999147036065163	1.00698400003193	1.06915011084389	0.933149594897981	1.18362097843141	0.868504372079962	1.17162296756883	0.981860641526128	0.808351230185898	0.84175058150328	0.925401291082978	0.978913357473195	0.876869808598278	1.0539478274485	0.878331642628426	0.943360228828639	0.879951228250816	0.933013441528928	0.890882975475748
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.820756978638892	1.01403122930871	0.961854460038897	0.960836498984667	0.767330418886527	1.10724719626062	1.09058099364977	1.05522661900542	1.00308150120362	0.884458712790146	1.14037449455815	0.975196815056337	1.18815223908795	1.0417942594832	0.631492021301005	1.1151768601098	0.623538151422902	0.997732429229605	1.18319041435125	1.1475277056409	0.801871170746874	1.00668069797407	0.669628745061944	1.01888869072009	0.906963404908591	0.959997823983687	0.881279455391561	1.0383949185385	1.03723040091819	0.745117198956554	1.02069665216223	0.992746345012316	0.942731488098079	0.849947307387025	1.00311085359057	1.02981157146462	1.04475087771211	0.693906146835711	1.02490198097312	1.1144708642328	0.729430175331769	0.820662360524904	1.06338985832973	0.914684476599059	1.03983759762483	0.901938544023029	1.09507473652065	0.788959190952412	0.712345872639415	0.852546740013274	0.976650572384469	0.998741039689141	1.04966745763639	1.08622130449503	0.99283713567245	0.949176154410056	1.05865774063042	0.957820579047987	0.794622284715436
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	0.862803673452316	1.02784798433567	0.877163453149743	1.15483825777685	0.836128913090476	1.0358359317808	0.966418913966887	0.986740886305704	0.871123687883769	1.13912434346943	1.14902365805211	1.07004811687569	0.8701154281735	1.11895009991814	0.628472514585808	1.15604056868771	0.745765904616579	1.08495170230687	0.889016293504159	1.23080166506275	0.874581807480612	0.786539261266612	0.802212902028346	1.1391151301519	0.962171363754205	0.736341450314827	0.76936485952426	1.1230277489507	0.958112442940405	0.799530442165623	0.952487498233478	0.939944126243081	0.972413433272068	0.91934585980474	1.09049979687787	0.890547373072827	1.00717946798219	0.792720092810532	0.920412949799407	1.03206448229031	0.897799677826674	0.847157153484292	0.977769391073091	0.906322707467909	0.986836638909314	0.903276419055462	1.01070446895333	0.923443612410421	0.939002848352117	0.961457694573954	0.931583894099518	1.07220938022921	0.946225663733552	0.976026210031932	0.99125554188096	1.03343131491158	0.947084443358693	0.921093992169685	0.83154982591653
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	0.969306003627456	0.825723861289685	1.08844460303184	1.03292016999196	1.27047500777752	0.673825624120159	0.829364240133581	1.34353542962166	1.21215761686625	0.937784724398198	0.704607672553557	0.791754353758191	0.891278534754727	0.920510166362584	1.23793968068602	1.17508901526397	1.180741817449	0.929684509303249	1.17662071176296	0.852340086224762	1.04613120798975	0.758506949606374	1.20182369984015	1.0974034253203	1.03856722787522	1.05530835339206	0.899847586693744	0.892025070608501	1.12671180885213	1.13446800706793	0.978025418035801	0.916255793373861	1.10834279713313	0.885162232534956	0.840482653517863	1.43128440654364	1.03386583561454	1.21142315962588	0.885159000711961	1.10797188003885	1.1115233387931	0.795567069726758	0.73939168395464	0.835164491028487	0.844986264317407	1.13915930540074	1.03703641843674	0.774410806477421	1.05728739818208	1.01521688415057	0.679780702690411	1.05939345625386	0.848199232231911	0.840460383372293	1.19914339023824	1.22971560093825	0.753382860397976	0.977913758626992	0.991821069169504
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	0.886656546699686	1.04932017158116	1.05218826736288	0.885891772659295	0.948323793748422	0.90499869310603	0.787608047605155	0.872126806980741	0.996185953367022	1.00539091050609	0.896558839035849	1.0901489024318	0.880151350073353	0.92390106439388	1.29260683791929	0.940295972627125	1.08766176161568	1.08963218966006	0.888887353430421	1.33230914141614	0.982001041413214	1.06877067246426	0.898906362476753	1.29861794007372	0.786004396039857	0.918635323821018	0.861064302002952	0.958045872986341	0.967390000453014	0.974117211749028	0.950690257187187	1.08408096634254	1.00694741439457	1.00955175071574	1.08904991827314	0.778222798011755	1.16714334769182	0.961298775057353	0.834686276618705	0.964361906785671	1.06772018286246	0.881440217586659	1.06546348342045	0.931769218090021	1.02386786637559	0.939555838437373	1.05324454849288	1.09898028661986	0.981518358840143	1.00905064656357	0.9291563649353	1.04726706952323	0.836607156979543	0.845465733780857	0.855982082884302	0.714395821199844	0.881449598964347	1.09906064075189	0.970245821202492
