ID	H1_150	H1_151	H1_152	H1_153	H1_154	H1_155	H1_156	H1_157	H1_161	H1_162	H1_163	H1_165	H1_166	H1_167	H1_168	H1_169	H1_170	H1_171	H1_172	H1_173	H1_174	H1_175	H1_176	H1_177	H1_179	H1_180	H1_181	H1_182	H1_183	H1_184	H1_185	H1_186	H1_195	H1_199	H1_202
MAP	1.17839986662553	1.14708554542092	1.16401282433884	1.13667876954456	1.11802285236881	1.22826104835734	1.44221030954073	1.20063055228637	1.28263488575171	1.20183861074121	1.20298738094072	1.24411451092702	1.09758286482657	1.24212293166685	0.9819388331987	1.14186649188682	1.01742020291887	0.957408920074672	1.16991465684603	1.0461870572172	1.06181288662766	0.989516281946744	1.2569635532078	1.23463718690725	1.13931625337511	1.07946271103139	1.17002937721002	1.49578773213928	1.03038673716908	1.31252255318605	1.33966584922382	1.08495579198957	1.33655972306601	1.08963908214309	1.1914888335331
Age	1.1	1.16666666666667	1.06666666666667	1.03333333333333	1.23333333333333	0.966666666666667	0.933333333333333	1.06666666666667	1.16666666666667	1.03333333333333	0.966666666666667	0.933333333333333	0.933333333333333	1.06666666666667	1.13333333333333	1	1.1	1.13333333333333	1.03333333333333	1.06666666666667	1.13333333333333	1.23333333333333	1.03333333333333	1.13333333333333	1.03333333333333	1.3	1.23333333333333	1.23333333333333	1.3	1.23333333333333	1.46666666666667	1.16666666666667	1.2	1.2	1.13333333333333
BMI	1.59002297241838	0.830321668589397	1.35577262073305	1.03368055953956	1.04966878440151	1.3349936569426	1.82875843420163	0.854537814864309	1.40196725792588	1.34596620759207	1.23050814511568	1.43644223379192	1.27730779822989	1.13576016742924	1.21544779938874	1.39770584410937	1.31171516115044	0.903503068868314	1.14513761073114	1.13721762449375	1.0604993376839	1.12782618670952	1.22480645254534	1.01028590344493	0.968369136816461	1.36030824563942	1.30266806573944	1.13991887683576	1.02455011845736	1.28092111582382	1.36052471645529	1.09039568507298	1.34634351904152	1.10949624404722	1.07373429078687
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.817766747494457	0.803367599262284	0.771114630591319	0.740719663295622	0.878334688152441	0.849289578289083	1.03509759515387	0.899974732321597	0.784772668138891	0.897898285729081	0.664407394334512	0.879163528530256	0.961807296269791	0.745140670960923	0.707359592616779	0.973629193783556	0.969411829679679	0.908329338608257	0.938395622392387	1.04782011844765	0.913452448123012	0.739984819256276	1.00212522015532	1.03007575489307	0.792216706041487	1.03957285451707	1.20685800064142	0.902372977856243	0.689088035389092	0.910801126370083	1.02115146513244	0.902870970517126	1.04869944876974	1.15960322105721	0.826074788061487
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.943432379588155	0.924444909018561	0.859825850640858	0.823912832739381	0.888512709677866	0.905880762042837	0.93119061528933	0.725325127279356	0.940595668056483	0.972452782954149	0.583948184509338	0.902601339718058	1.08036844230366	0.81360872999559	0.769171917364043	1.14576698915493	0.967059073086028	0.911497823552633	1.0246260580632	0.815289973384431	0.852626089795141	0.716130511763498	0.960514631744937	0.868463835092506	0.715409223235647	1.16436486145863	0.847340976521723	0.941308866320921	0.645054018145105	0.776801399554573	0.942499392021756	0.906040659593207	0.719651644423205	1.13371634083564	0.940356280922775
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.964158743636197	0.811213024646349	0.767422950352677	1.13810409268509	0.907809932585596	0.728134038630495	0.873715304915718	0.751404879775582	0.885688041933901	0.95979923739558	0.740374190692814	0.967412812735747	0.841896426960863	0.902344464004627	0.76232988546023	1.09098924144814	1.20439082995818	0.884665927801261	1.05390069593649	0.876617429865817	1.03991158416471	0.878538082772529	0.880446013082522	0.869940278549203	0.773084517196965	1.1798769015493	1.04685548274794	0.89911016047293	0.873674918256093	0.85647439183823	0.792788156709663	1.16868170226604	0.721221360278462	0.940551395916396	0.953219214856158
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	1.12185445754744	0.788623244397866	1.17660269319028	0.93067471825767	0.934865272467051	0.906198397066206	0.916252740239228	0.866035769315617	1.01992316045056	0.928980841268915	0.947989136694413	0.698510815748801	0.915053950858336	0.961882804389302	1.00211368704698	1.01977510208194	0.892998912990098	0.991595606312548	1.22068003898553	1.09781381211583	1.32953676471593	0.792963064980339	0.83835525193829	0.898715487005843	0.912726618464195	1.08491911770899	0.63890517120588	1.12881143820204	0.808064825987201	1.24724820444389	0.862989463261412	0.805559178206794	0.954449905957177	0.906950725151235	0.835670455903527
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.972421305303493	0.936501253771889	0.685213683417611	0.833206307864664	0.903370418076491	0.97589329291528	0.948328148931587	0.851481042555623	0.951785696417114	0.843241274425831	0.805300208488132	0.861775287624484	0.848979275734223	0.960267361289008	0.898150241625972	0.840516787514755	1.11355384967448	0.9033056970506	1.02205070839922	0.843909651074294	0.944176273607066	0.844787013505984	0.953409380194206	0.998475927324202	0.9372770543326	0.974443209173751	1.01808118036467	0.9518418380121	0.841555366979163	0.864915421043211	0.961297744452328	0.918267578992904	0.960894072120085	0.918210577735786	0.913085951484375
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	1.09079610494684	0.920904464022824	0.7885028936585	0.929715060967333	0.911383623350109	0.825524986026333	0.873130813845192	1.06979607270083	0.789892863235507	1.02073043616266	0.730647743037248	0.750329367567455	0.894245420881501	0.95816616819959	0.944377547008858	0.910148832420637	0.946218802951811	0.985632207783391	0.789181111041943	0.881322797180534	1.11009400757031	1.11140287210335	0.9644197412397	0.954949146529036	0.879581927156433	0.991357478934268	1.15792039903644	0.882305692649995	0.78575541244126	0.986632100904585	0.987854732510255	0.933808620089059	1.0551749624613	1.26434526227802	1.04092383561502
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	0.788619562287228	0.980048847957778	0.74442611938958	0.760879875553209	0.941840533309982	0.73367392458017	0.750386316930419	0.864828550380576	0.965175419693495	0.914839161324154	0.870129091084248	0.850526896819727	1.08636991606574	0.822735826750549	0.981865748356073	1.00668644263938	0.825145280783837	1.09882957601633	0.982368230824035	1.11691679469473	0.858605884366472	0.769687722964198	0.930036390835212	0.979590180129236	0.872447907265894	1.20345793281688	1.17569822957946	0.936033788141279	0.804647694818131	0.750866376131519	0.939228355733059	0.940861000637246	0.904868153749398	1.21226029098945	0.904654656234712
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	1.00851982566272	0.89551863884496	1.07902128640818	0.942601828722206	1.18879639961586	1.0254065537251	0.677340949035955	0.979224038213584	0.861201590359697	0.902693638330209	1.02093966394315	0.851829524661878	0.997532466017557	0.861257356968117	0.976643747299454	0.794405206023683	0.99759109324264	0.668620698378938	0.843447401162698	0.924965061691207	0.924568151982183	1.11777054285519	1.05795275482991	0.87476817791523	0.848712301374015	0.836415860380236	0.82573916493555	0.901532151754226	0.693546260642485	0.978591566641881	0.854715037772766	0.963520763377799	0.884965554211196	0.648911046056017	0.887832614017752
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	1.08525674157211	0.70798236950114	1.24148322365297	0.771151845571467	0.93743210120185	0.752438441723928	0.90099068705074	0.715478616943808	0.940250820533189	1.06268915734511	1.09378703556722	0.723489856064939	1.06747121996868	0.799554556198168	1.08489824880808	0.829024888203643	0.959042087934566	0.977167901347856	0.894951564123784	1.32548795642704	0.924500155743367	0.937199270141303	0.896247882643625	0.689335831759381	1.07679127520004	0.735415306615481	1.02921401746444	0.795708504631281	0.831719581275209	0.882275093244913	1.03069047477521	0.900406414474483	0.854483630602198	0.960241695305242	0.954451325092641
chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	0.954494225395053	0.911856668591468	0.88207663537439	1.04038276282744	0.83404881465758	0.989665490865579	0.966566823861012	0.999442412597681	0.904986231806678	0.918640743974002	0.761712008620018	0.76344297001177	0.776351410874817	0.79395656158502	0.871408400790824	1.05087596527891	1.00532989942669	1.09083024611109	0.938538827495013	0.996702450267305	1.06731333859528	0.729853360303188	0.877459630915112	1.01041174194662	1.0019402571429	0.954064235452153	1.03845499067531	1.08153432630126	0.670353229180787	0.80539200951112	0.913123893479916	0.944952510965146	0.917271782908598	1.12000161928329	0.87016668543092
chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	1.03268920650515	0.766823131117184	0.820906283819955	0.632955835040588	1.04649474256008	0.9393934539896	1.18450569955619	0.93800996563239	1.01134054290443	0.90504499125405	0.962061724293916	0.958962981500118	0.883055026081412	0.863024929104858	0.694546336725987	0.855189163101615	0.823353135140268	0.921875343606279	0.811677272079418	0.861002379560551	0.931573660817036	1.10408963989938	1.16646985242332	0.873193281897947	0.862787248810519	1.04640801625437	1.02241208026526	1.06907325627233	0.551229743450551	0.832513672304524	1.16395542507682	0.977379146109471	1.12438604434272	0.967545790670708	0.949978738780578
chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	1.19119783669644	1.05742650053561	1.33400901270459	1.25393905080676	0.980102186836033	1.19889795980907	1.01264882304042	1.07616881469841	0.995995153112767	1.25751134645871	1.22488443898073	1.05288842944064	1.17577012369261	0.879459237319016	1.10565573912758	1.17487201119792	0.99114664292685	0.947687992221452	0.937366956557405	0.936230341213724	0.908063112920122	1.22403769437261	1.15997347641244	1.10052250495521	1.0959819713855	0.990277518936698	1.17151013801204	0.912653718130907	1.02446066381628	1.11525584516411	1.07656076248521	1.26077395535339	0.945468295031277	0.94190889943014	1.03170540837349
chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	1.04044717729007	1.07845629781627	0.885383323520123	0.897468004874146	1.01237441308684	0.997511255823445	0.958870761977809	0.805255412065096	0.795363447194851	1.01100590225761	0.623772553112936	0.910497915532859	1.10131403071861	0.99913126859202	0.75883557924688	0.917252311632578	0.806677089893672	1.00354860895462	1.00498191251214	1.20206226111616	0.932169081972584	0.900189719203739	0.962030446420183	1.11597238899929	0.733380733994324	0.929333505203366	1.19544323372186	1.05470922948796	0.93467398916271	0.867879184868044	0.796067371533544	1.04794986465105	0.932176455715042	0.872119078252811	1.06103421790399
chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	0.944311670406494	0.919444063750207	0.999981600660174	0.778014262972923	0.932074854098571	0.936048330926447	0.892504982121261	1.02033226123517	0.861403095408137	0.897464529310938	1.03640933126996	0.897718405696529	0.684954734821431	0.922308815218588	1.01610710052347	0.867894894236893	1.07450882681696	0.922946203713422	1.18584240721945	0.813513128993884	0.931506807200439	0.973490236620872	0.980081125643981	0.976414769857251	0.997797295413565	0.883785694401223	1.13501729103995	0.983978208322121	0.848942996342931	1.03773026693019	0.972596895557502	1.08972610631986	0.887782661182446	1.00531419366997	0.925863023103269
chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	1.07485433574673	1.15435063168807	1.19059385939352	0.96470356348966	1.2118753694532	1.1476182994938	0.988721543319156	1.01837241202917	1.11550967191912	0.929229042293004	1.14257428902309	1.01375763040479	1.06359871799342	1.00930074486591	1.0564875847486	1.07374270499105	1.20051070453576	1.0082862170469	1.03095183584235	0.96752817646252	0.950921258616628	0.994587661585653	1.05473753893	1.05601020051277	1.15788706154637	0.934842449284202	1.08274959626986	1.29647276401023	1.06563965066499	1.11477122221743	1.23338400313251	0.938744097304606	1.02106290989887	0.822656374288169	1.03663974599676
