ID	H4_126	H4_129	H4_130	H4_131	H4_132	H4_141	H4_142	H4_144	H4_146	H4_148	H4_152	H4_154	H4_155
MAP	1.19993707701967	1.21848826846769	1.196713544749	1.24577568280904	1.40379921748206	1.13129143180272	1.1745622995254	1.33212384462182	0.964542992980992	1.09605525580132	1.1349309856871	1.29262604577116	1.15454151923424
Age	0.967741935483871	1.12903225806452	0.903225806451613	0.838709677419355	1.03225806451613	0.838709677419355	0.935483870967742	1.2258064516129	1.16129032258065	1.2258064516129	1.06451612903226	1.12903225806452	1.06451612903226
BMI	1.00701262076995	1.08531851922605	1.02642530218859	1.351177711328	1.03964653127047	0.920591946057905	1.01861469673568	1.30387683308117	1.06016415022514	1.40052200532021	0.961085611561829	1.80084694876345	1.33392250970588
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.86573742817169	0.74672166335881	0.883328831744583	0.817423772494882	0.811858875373256	1.03533471054726	0.798587786363101	1.05978163621919	1.03593964209428	1.06499753239199	1.05537804522311	0.958222765167744	0.997001541499912
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.834719305879335	0.964453733308765	1.07667754247511	0.797494384022341	0.98655662512339	0.968796800436624	0.791262093711641	1.12757721265593	1.07226870937919	1.03837562647444	0.936208029526773	0.966912354060213	0.883033113296842
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.891461433592779	1.03697140956477	0.977413203675878	0.954065325167613	0.940097266429121	1.08035613552453	0.923823331317805	1.1008159872877	1.15628623647312	1.04358337384819	0.961162385818933	0.958088354848441	0.970941691039308
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.790226969848815	0.856767240320283	1.03954407948596	0.976332831593361	1.15010656223694	0.795883137774061	1.161293217388	1.04245568385308	1.00223446096081	1.06463485965649	0.679840484608201	0.82983853708617	1.28857871975387
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.943075733228394	0.973649536302863	1.03510467625117	0.872986952641441	1.03655614867115	0.962377288156526	0.999147036065163	1.06915011084389	1.18362097843141	1.17162296756883	0.925401291082978	0.876869808598278	1.0539478274485
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.906963404908591	1.0383949185385	1.03723040091819	0.745117198956554	1.02069665216223	1.1144708642328	0.729430175331769	1.06338985832973	1.03983759762483	1.09507473652065	0.976650572384469	1.04966745763639	1.08622130449503
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	0.962171363754205	1.1230277489507	0.958112442940405	0.799530442165623	0.952487498233478	1.03206448229031	0.897799677826674	0.977769391073091	0.986836638909314	1.01070446895333	0.931583894099518	0.946225663733552	0.976026210031932
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	1.03856722787522	0.892025070608501	1.12671180885213	1.13446800706793	0.978025418035801	1.10797188003885	1.1115233387931	0.73939168395464	0.844986264317407	1.03703641843674	0.679780702690411	0.848199232231911	0.840460383372293
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	0.786004396039857	0.958045872986341	0.967390000453014	0.974117211749028	0.950690257187187	0.964361906785671	1.06772018286246	1.06546348342045	1.02386786637559	1.05324454849288	0.9291563649353	0.836607156979543	0.845465733780857
chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	0.983803295406732	0.801016016144973	1.16848683115701	0.89674928974048	0.891161722882135	1.05507638466736	0.802288199267039	0.914680479771584	0.90149571255551	1.04711862585486	0.939828361467932	0.946729174280087	1.03560075821744
chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	0.952966773533429	0.803744188636072	1.0040175636073	0.930351650379727	0.817520213985391	0.92299162392933	0.943607363439945	1.06135673038793	1.04365295732732	1.04378820226435	0.874368048360576	0.90416407049795	1.08362759781118
