ID	H4_3	H4_4	H4_5	H4_8	H4_9	H4_11	H4_13	H4_15	H4_19	H4_24	H4_28	H4_30	H4_38	H4_44	H4_48	H4_54	H4_55	H4_57	H4_59	H4_66	H4_74	H4_83	H4_86	H4_87	H4_88	H4_89	H4_92	H4_95	H4_98	H4_100	H4_102	H4_105	H4_106	H4_111	H4_115	H4_117	H4_123	H4_124
MAP	1.0594044677164	1.12943515768397	1.08702913444867	1.30707938967481	1.0658421769688	0.820085204737611	1.04940008343532	0.736172536475232	1	1.03670703531587	1.07422509333344	0.821563571382702	0.964542992980992	0.845233376344563	0.957944511355935	0.818105117412341	0.911450226859982	0.946385647647018	0.855622597942945	1.04156289225802	0.951922823717251	0.985495144258555	1.09397815066496	1.03495528633883	1.22833788624061	0.957944511355935	0.844180617596906	1.15421881951499	0.91420911311399	0.974045656581896	1.13092045417271	0.890556979253434	0.992386296280383	1.08683613830305	0.955203296203231	0.929971504482916	0.94973692003561	1.01728360754725
Age	1	1.06451612903226	1.03225806451613	0.935483870967742	1.12903225806452	0.870967741935484	0.935483870967742	1.19354838709677	0.967741935483871	0.870967741935484	0.903225806451613	0.741935483870968	0.838709677419355	1.03225806451613	0.870967741935484	1	1.12903225806452	1.06451612903226	1	1.09677419354839	0.903225806451613	1	1	0.709677419354839	1.06451612903226	1.06451612903226	0.806451612903226	1.03225806451613	1.03225806451613	1.16129032258065	1.03225806451613	0.935483870967742	1.09677419354839	0.935483870967742	1	1.12903225806452	0.935483870967742	1.29032258064516
BMI	0.849186459020635	0.952847034079649	0.976253348313127	1.31708461558792	1.19491877109431	1.39303087194548	0.791287361193092	0.822326693352709	1.23212961756549	0.9951077650262	1.1849724785701	0.887502706702839	0.906847227895801	0.984378325419174	0.843593147439842	1.01569076215652	1.14204730134192	0.795798918988094	0.994365421343795	1.30759179721823	0.96425158449341	1.0201703263762	0.906398854166329	1.13054955225223	0.943529484861707	0.981687155692329	0.797077270975846	1.25441708401281	1.00521958952707	1.13355926670725	0.945684646283204	1.05594748973308	0.760895319339931	1.33125452372926	1.17876433393317	0.923115265433075	0.869968836402939	0.935412853905743
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	1.12281044027548	0.808471741908168	0.895352318015982	1.01038838883736	1.20033890037524	0.970433358527858	1.14538957052144	0.811780268332612	1.01907466941407	1.29696013082154	1.12933241484323	1.12160655146442	1.03641586106213	1.28051350442159	0.691289112994756	1.00639975753761	0.85552614112751	0.964355195420432	0.99857642786359	0.978892577382432	1.03420210369971	1.03385017129819	0.92732930482959	1.13502876711251	1.2120518725159	0.961443731019417	0.964447622500581	1.00881378604905	0.913644674488312	1.08143399346629	1.100999390639	1.0841403312864	0.939333315739181	1.23454559010872	1.06457652969301	0.77518823410142	0.858249877573649	1.04118997150073
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	1.02989372657419	1.01149341316549	0.959465712091539	1.02147355407721	1.10488854973846	0.877427894964619	1.09557171319456	0.842551932182411	1.04789114742287	1.0413802462658	1.15661787384731	1.03354556502924	1	1.37862768502576	0.832115700144369	1.01097615338271	0.96929196480638	0.940683808058502	0.909634851617702	0.942353839482222	1.01461292118415	1.11568627595582	0.982768334012153	1.10768096688275	1.25190016461867	1.08778175594622	1.00288721735677	1.10423125016877	0.919964628413542	0.898890868092625	1.0019609768696	1.14208801044179	1.14981622013569	1.16405021722282	1.19642122441692	0.811366992806216	0.805982891899735	1.08587670428649
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.05618481169511	0.881348166820067	0.936762346044899	1.02092027048526	1.07922250234331	0.789664628458951	1.09113007116156	0.979460778381773	0.976874952602825	1.29961127213201	1.35386993546717	1.08942096632755	1.01679851330727	1.27673251068463	0.869559554254121	1.07277968465685	0.896277286227584	1.04194181252953	1.09164803137071	1.124225829353	1.05853872356952	1.1048166392631	1.07891314958024	1.22765981481626	0.984351917525727	1.15775805448032	0.879507764284267	1.03453301207485	1.00193884062454	0.815592691729256	0.992200172369538	1.13368786504755	0.952812509726651	1.13573108507635	0.914537283419905	0.925084976096215	1.02443239681333	1.0350800570042
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	1.03605994193865	0.931898652817017	0.683072927275508	1.18845603272532	0.962226528314698	1.23513436086868	1.25564139390039	0.860877676429491	0.963247192533519	1.02164522657669	1.02605671781319	1.14267191982073	0.8033093897322	1.14575821900825	1.09612775764626	0.892467771100112	0.952004262872859	0.924419138116691	1.01702680984441	1.05212409341566	1.02307657736503	1.02987978962678	1.0220208946274	1.09869323926322	1.22603499590796	1.02704831315691	0.861537208092854	1.01376784795981	0.860598376116008	0.939475201003023	1.00589531182274	1.12791491924692	0.911407666293439	0.996015711396036	1.03057929912933	0.780639499342922	0.921305553375888	1.26123004567929
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	1.11178093754678	1.09007878811002	1.19652558455182	1.0788901124079	1.05706480597928	0.919344400869403	1.14641662845716	1.007485640911	0.904117862622136	1.11173341393437	1.11965342725272	0.979944904905602	0.961527335302908	1.342195601465	0.939965531187271	1.16059078410926	0.982158116987396	0.937361313928656	0.954772728928851	1.12703014373178	1.01659865408575	1.03728653114492	0.917164946314116	1.15912556491221	0.999186880594482	1.02996673996219	0.905682252913399	0.96691374248586	0.923465210443962	1.00737689157952	0.955887092675032	0.880293094050552	0.924681598843147	1.04808425040828	1.14823107397016	0.93714391016779	0.968071834246302	0.843822496059734
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.996133350481633	0.67744558423631	0.929099543274314	0.910878326971222	1.11120255165732	0.821468427763188	1.15169672905591	0.928565289260953	0.827901526094529	1.26310834588417	1.09970911377002	1.06086229886688	1.00308551055194	1.32519886327764	0.809371839635263	0.953822620244322	1.05767015219444	0.996547161553206	1.0036738799313	1.12185932351729	1.05385570670052	1.00097807164079	0.941768470138254	0.964292441648281	1.13707528729569	1.11676297373397	1.12935808833765	0.872127062514922	0.764029838964894	1.02831526408082	1.0073744222287	0.916700225824612	1.15014456148658	1.21412213355311	0.987475873738532	0.884726430467666	1.01736154521773	1.05667488066601
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	1.16470416184142	1.15540048921735	0.977851357421621	1.11637311825986	0.880877757812736	0.987606232891249	1.3373717776888	1.06158581871135	0.986216413686754	0.985070774294829	1.20224878782574	1.08724070264095	0.981473381716304	1.30033829453181	0.97712815144081	0.91545946735681	0.995475822150298	0.800216549660062	1.05119769492151	0.859508206101272	1.14188493610496	1.23043065225646	0.921868994204874	1.19049709712336	1.07044598132282	1.22280375218594	0.961973719688736	1.18608983651387	0.860021440340685	0.929128165047885	1.08057572501381	0.916832433358585	0.809946189096399	1.14595087929874	1.14822434397747	0.936425946564371	0.894814727585485	1.01079954728579
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	0.747914867724299	1.1481095474641	0.934078443836635	1.04481865991002	1.04709372913942	1.09541135786131	1.15572698699118	1.33682520534784	0.63387259158026	0.856190956713735	1.10505111111896	0.928623845281888	1.28156567399435	0.873713119755267	0.946012367152595	0.985042245204515	0.937613724222911	0.707825799740673	1.33731038480358	1.01594292241439	0.855921532506832	0.863418781139363	0.954582512308002	1.12993520266409	0.858278935510255	0.901205618464735	1.00331131316207	0.879022796402516	0.81436745213895	1	1.07661084116406	0.921891513580175	1.06049337613696	1.00954783250013	1.22307439911213	0.88863450208766	0.891586200291123	1.14650877739576
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	0.864606608269094	0.979135677862112	0.896558749974024	1.00584543432745	0.891084953567814	1.05599153126885	1.08994970492817	1.21698852219365	0.969772909652913	0.861038341267198	1.16006994456356	0.811286202692442	1.05455050667509	0.889561062747604	1.07487630593848	1.23244716693687	1.22331931378332	1.04648491506049	0.911553321090452	0.890967787491137	0.956995990514956	1.16149071868566	0.989201909750049	1.03130242736144	0.91206383922233	1.08297735626419	1.02050053777172	0.958259653723079	0.961181884908698	1	1.10073436358747	0.912856405022021	0.986790516384853	0.90128013153728	0.83369591779686	1.03903856577612	0.878186054775472	0.975430497513178
chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	1.00864852957901	1.17055625387293	1.05921187843192	0.949906060361413	1.12364266443742	0.973761973434594	1.10944232398193	0.974062719850954	0.981828716939101	1.21961338021146	1.05183804970974	1.25321935744558	1.07503052746076	1.20925159681535	1.1835695522797	1.00184066283368	0.832637630957809	0.91863090894522	0.79880586781493	0.913801417741377	0.97300870557606	1.01443735935756	0.971223554265925	0.924748704741453	0.980352372364533	0.978999817852411	0.979242348992015	0.999366232877967	0.930117622564994	1.06503538691323	1.0730941990115	0.976200002511878	0.94757697392184	1.03656883903836	0.983437439419701	0.837261030948766	1.08016815588749	1.00510556222075
