ID	H1_1	H1_3	H1_6	H1_9	H1_10	H1_11	H1_12	H1_15	H1_21	H1_22	H1_23	H1_24	H1_26	H1_30	H1_34	H1_35	H1_38	H1_40	H1_41	H1_43	H1_44	H1_51	H1_53	H1_57	H1_58	H1_59	H1_61	H1_62	H1_63	H1_64	H1_66	H1_70	H1_71	H1_73	H1_75	H1_78	H1_79	H1_80	H1_81	H1_82	H1_83	H1_84	H1_85	H1_86	H1_88	H1_89	H1_91	H1_92	H1_93	H1_94	H1_95	H1_96	H1_97	H1_98	H1_99	H1_104	H1_106	H1_107	H1_108	H1_110	H1_112	H1_113	H1_114	H1_115	H1_117	H1_118	H1_119	H1_121	H1_122	H1_127	H1_131	H1_142
MAP	1.0822528741699	1.24753828716833	0.873406379597031	0.915270636123816	1.29517640033406	1.04390132626743	0.953843068928803	1.17049970660146	1.0919208364416	0.847171326609057	0.812332487330901	1.15456851857509	0.93972499287366	0.825268292912179	0.991382054421196	1.24018738703825	1.21512002346947	1.01824228519109	0.937405159126604	1.04839783431572	0.883020114805922	1.09787870358035	0.932993727314635	1.16010522219268	1.0822528741699	1.21694205277992	1.19813514336039	1.18598514817153	0.843065735431342	0.86965989207971	1.10011406361401	1.23670757616537	1.02242114315589	1.15490797998829	1.16005207967112	1.02085518608649	1.06135762030922	0.985162933344275	0.974578895224819	1.17828129011485	1.08241784494543	0.997416441970807	1.16180759045119	0.99241550173379	0.958778575176694	0.868475332018749	1.12364680130523	0.994495410854053	1.0900998916724	1.01939105539059	0.966700546530465	1.07866521169432	0.953843068928803	1.14868283368216	1.10293555794436	0.942803764490902	0.879902781721792	1.05242678457799	1.05891426936354	0.921234648996356	0.757296477247319	1.17713866564913	0.95572667608169	0.836700201284832	0.950895767812731	0.986529816840865	0.936071896408957	0.985208845590788	0.921330811654408	1.02085518608649	0.874788326166624	0.88150284158847
Age	0.733333333333333	0.866666666666667	1.16666666666667	1.26666666666667	0.966666666666667	0.966666666666667	1.03333333333333	1.03333333333333	0.9	0.9	1	1	1.1	1.03333333333333	1.06666666666667	1.13333333333333	1.03333333333333	1.03333333333333	0.866666666666667	0.9	0.866666666666667	1.06666666666667	0.833333333333333	0.9	1.06666666666667	0.933333333333333	1.06666666666667	0.966666666666667	1.1	0.766666666666667	1.03333333333333	1.1	1.06666666666667	0.9	0.9	0.833333333333333	0.933333333333333	1	1.1	0.766666666666667	1.1	1.1	0.966666666666667	1	0.966666666666667	0.966666666666667	0.866666666666667	1.03333333333333	0.966666666666667	0.933333333333333	1	0.9	0.966666666666667	0.866666666666667	1.1	1.06666666666667	0.933333333333333	1	1.1	1.13333333333333	1.1	1.06666666666667	0.933333333333333	0.9	1.03333333333333	1.03333333333333	0.966666666666667	1	1.13333333333333	1.1	1	1
BMI	1.00450231373953	1.13049624855145	0.9996836502804	1.07183704732694	1.15181533777876	0.93271724328343	0.978822804602642	0.920706129597649	1.00523744804786	1.04228271678345	0.994192974258577	0.990427319848194	0.933347464225636	1.05689542008124	0.901951464824002	0.978822804602642	1.27965837890727	1.17023586780928	1.0732214957103	1.03451308810634	0.851998101601154	1.04966783264686	0.925377800330401	1.03944457752956	1.1720169912995	1.04290201591066	1.07745123503366	0.90674271922479	1.01409569861286	0.803449452003712	1.21912592237491	0.992272251724615	0.95309067941912	1.10853017569537	0.880133393996912	1.0943523337701	0.93193431416831	0.816609794428164	1.25115833723972	1.09060898780011	0.98032184178661	1.09452794996425	1.26039860047946	0.982350093905291	0.944145669654615	0.922242878399607	1.13359020469952	1.06319198340944	0.974579681690625	1.01830984489957	0.937102648843001	1.26186801276286	1.055169924314	0.985877383699802	1.03752323819956	1.23816045072651	0.947181743380319	0.993321598362447	0.805848073911181	0.877171617633081	1.00101779092957	0.966670414128873	1.0003163497196	0.917095240330696	0.973322612509902	1.12873260340826	1.11782362603454	1.04428145417885	0.918367007357655	1.09664191410639	0.925633009282066	0.892489465868244
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.988113307151458	1.15187406918657	0.933796731407798	1.02974726704097	1.01535893827598	1.07022264804459	0.996869290440835	1.07058672948657	1.10444022305847	0.814932224394024	0.917229663975858	1.00926919900974	0.967181300319957	1.05055634293282	1.11116366689006	1.02936258099593	1.10642295515271	0.974191874795838	0.989361497055017	1.00498882075996	1.29208010827263	0.920399112012454	1.03950984890392	0.948977624684976	0.812683205122459	0.931848872753199	0.995768098374206	0.954322811185322	0.830155266029902	1.0406967652371	0.892685508592153	1.0419176064536	0.973667450624657	1.02470421213251	0.967724483919686	1.18947290241672	0.942717338368871	0.928498724598237	0.794636654071246	1.10367260696007	1.14078959539023	0.967627678669666	0.914158273084242	0.839714928471577	1.03577886773615	0.971053318951948	1.04832772750028	0.825151752727159	1.00708545398077	0.906398500697692	0.945397804181068	1.00595819970604	1.05578906112564	0.975476485059899	0.971217356125507	0.869864706473321	0.897944423277281	1.04817564966567	0.965028198241353	1.22308214314265	0.770036592749231	1.07514244411714	1.04398696515251	1.04044629055267	0.96373971899036	0.89178155318618	0.526409777345182	0.954510811098474	0.892708327625169	0.940922420119515	1.06597883744091	1.06498664702992
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.794910727403677	0.971334582247879	0.9470224622387	0.957409825833306	1.13353241076033	1.27428192050103	1.13934247069338	1.07495592703291	0.939024225776993	0.831880865264207	1.0891534355699	1.03475959550558	1.06269887559281	1.15058472884631	1.07793697468484	0.995318152438083	1.15338514743124	1.1474777142157	0.812110970884913	0.959804019978305	1.06958089715871	1.05997508870883	1.02054133451029	1.01531412908599	0.929233851487482	0.94553168445066	0.915841721533867	0.930721620557244	1.08395266173104	0.806233281250951	1.04112256952531	0.996599942625947	1.07580727226192	0.911267995152518	0.851242970871069	1.12634845804892	1.15617908629803	1.00133816591136	0.851317568774144	1.17267587013048	1.146831361163	0.897828290432714	0.961675628815785	0.97678428925271	1.04094102908404	1.11931115554125	0.886755851034221	0.877157099184153	0.895037022169675	0.901146625607825	1.01176987676619	0.962336951704508	0.883865633976209	1.02817711302496	0.844534900921845	1.05955258259723	1.00802781927463	0.998520865511707	1.14305240549613	1.02924076257362	0.893017739003595	1.11822993704337	0.93119814118924	0.871313061601353	0.960642201677692	0.962318388542944	0.847605214357366	1.16857185163435	1.20584567480193	1.06496490409399	1.14443742123168	1.0301684026035
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.05658983906786	1.0001833139714	1.06317959461493	1.16413272040427	1.08621458953045	1.0862276437171	1.00743650861371	1.0833972882056	0.848861250753224	0.916188999610899	0.978455825816671	1.01113163430367	0.915775509370961	1.00197779584489	0.995854414603372	1.03375984446104	1.05289309854829	1.05584831036227	0.828696805629976	1.09720277138465	1.2313917579414	1.02728899055298	1.11588853872913	0.943208263524641	0.743525755824384	1.14157936747004	0.940488060053108	1.16432379244521	0.828554032262885	1.00702326731177	0.947151166296921	0.783182674875779	0.847680080582715	1.22180314252067	1.02019497004958	1.05715911122505	0.988425032638004	0.835000956665558	0.995945536400148	0.982599129859336	0.959779820761922	0.929236348394798	0.83198094588781	0.925953527412665	0.893286731049967	0.966078701585064	1.03241552186732	1.04476286701431	1.03735308474263	0.961013593739651	0.999816686028603	0.998402627164425	0.989360723145393	1.03768321214503	1.10543254426603	0.937398012667083	0.803242830970388	1.04688299035824	1.03973745102256	1.12132570292257	0.987439617669339	1.19027284551172	0.923167282529297	1.20571959450871	0.905417998223	0.835689092976697	0.754392863545198	1.00274504184727	0.954308233389783	0.964838332762793	1.1912069833427	0.987243118005347
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.85272463340639	0.997870754267867	1.02047209850114	0.885475645309187	1.00335675670417	0.961582802304915	0.836790378236052	1.07809728163596	1.17439393646183	1.05825247386297	1.10988727711229	0.837109505444739	1.04028374166964	1.10541283457956	0.756608930338518	1.05488837485359	1.13826190153328	1.05161646917331	1.00209483412329	1.0441398886536	0.888311761933724	0.981022991127653	0.951554980573803	0.88242221024679	1.05886098090065	1.05431392258132	1.14172045500367	1.21445187999603	0.944032953374962	1.10309481251668	0.822871224809355	0.885729204629193	1.21431096080619	0.958696239820286	0.867793776081763	0.991594499029193	1.14600626149357	0.890597173157142	1.12358803740561	1.20808325856944	1.00469626510442	1.03533864977704	0.989148290356066	1.08839102922169	1.13374908217272	1.03381188532142	1.11728328573969	1.20487987945593	1.25830464129712	1.01103461209591	0.786713631158888	0.815916656799771	1.42458773192999	1.16793974559992	1.06170677397152	0.927106480209333	0.850955115433974	0.976540657732554	0.920502300109799	0.78676172950764	1.24521870586805	1.01541198326274	1.02914794891776	1.06268353963408	0.899652884909327	0.899511560986219	1.26112121169171	0.874335127268762	0.738721223629856	0.969366816955759	0.905306751546602	0.845801919983959
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.873016270529777	0.94459465305658	0.914951942604345	0.923791876093661	1.02251049787466	1.12286570153044	0.988484138022256	1.17978389921187	1.20643756106344	1.06478424967522	0.935545886448428	1.06569685163967	0.922586166109894	1.02836605023688	1.02033174639232	0.830517183740239	0.887414912645402	1.02479857589218	0.887535379511986	0.987877827834637	1.15284124863588	1.00493115314215	1.07882124874171	1.10514374209648	1.07256197168137	0.998907339371192	0.93973553613346	0.898369308272927	0.908588556438709	1.04384624379187	0.981369337947734	1.11561728882187	1.01130452677596	1.14794449491199	0.881307453841885	0.936712683296525	0.839716665562338	0.95916383667642	1.02411086061351	0.905799604102591	0.902310112337133	0.93211872997752	0.969838935393127	1.1019222620285	1.1706858534482	1.00494564406942	1.15354744056806	1.00773589868462	1.08056818733735	1.15458686940275	1.01619168466292	1.09132246877967	1.1280287299206	1.02152250557366	1.03343362954997	0.95555168444553	0.826909084272297	1.08502983479686	0.886181816617458	1.03200404119558	1.13201177552049	0.924040224737877	1.02607557678817	0.89351248638558	0.838933852057588	0.878841369108036	0.777968892679958	1.05086228740692	1.13124642478269	0.974746173831299	0.928644524524855	0.870692788126103
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.877852435014813	0.76612086053821	0.970176100083972	0.967982332515719	1.11686260165694	1.17994538157231	0.86799432587212	0.941691863896143	1.09137473500481	1.01308128355855	0.922142223692685	0.894610424122067	0.984106071194385	0.967179034333151	0.9987961285786	0.978425700215544	0.989389478307801	0.992281275090691	1.08512825703199	1.1014499110719	1.27178047321512	1.19286672606508	1.21055163803695	1.13693020371549	0.817209902735369	1.22502353102833	0.889361676756329	0.948251101978918	0.962985154622313	1.00694962722009	0.866908475772355	1.07321871561924	1.15698840392314	1.10985191831586	1.22692685777431	0.984370817489488	1.08501543339788	0.838956997256131	0.963287918014382	1.14714684628266	0.908047088136432	0.889045247419579	0.965933487667356	1.04210727764712	1.04958979963603	1.11914986905439	1.02121480754912	0.86399597886162	0.877744566564785	0.995714738051838	0.913216632185283	0.945816273564548	0.967783637165085	1.19546097986985	0.888596724006963	0.923307922840253	1.01659744463434	0.995042496001681	1.00488920244099	1.0245018523088	1.04640501035208	1.11863075490262	1.03188523060309	0.991370766842004	0.956590774350725	0.977558837166561	0.745969379749493	1.14298930558331	1.22840516209624	0.718453885504367	0.923321667601735	1.07132756305926
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	1.00514884925842	1.1073147093292	0.981032930522326	1.14459557916509	0.971493640399606	0.864671979684136	0.985183118804782	0.991426595667455	1.04605134529083	1.05509874263148	1.12237790679534	0.865578898238756	1.01947124056449	1.05092447336435	1.31201332503362	1.00835008871801	1.0957236734209	1.0468013149127	0.797885293121168	0.846803920925714	1.22718325842462	1.08329173645813	1.04942062524222	0.983638016906906	0.917755445616289	0.914074340020926	1.02178916530536	0.993750333316297	1.07199650051776	0.982678767504377	0.891094830954999	0.953258638274918	1.08532246472445	1.00632236381883	0.908557332777199	1.09497131700397	1.02811065892678	0.813622842640888	0.939070615099172	1.03265487554008	1.04623589784306	1.01875520313434	0.896177936892066	1.14493174372609	1.07246081033978	1.10677815693169	1.00518268036247	0.857392464077362	1.05910384182944	0.923045431530498	0.996489210585151	1.01215993088518	0.925356365348423	0.926060964600345	0.921625205469643	1.00495024205064	0.906894345008431	1.11885584273188	0.890453551035443	1.13599651948586	1.0799034791315	1.07026417697579	0.957506222654463	0.973771608419	0.839038514214998	0.879056503576124	0.783042433139891	0.987023368015645	1.09924092762583	0.964533030963223	1.1806667848327	1.04796838672107
