ID	H2_85	H2_86	H2_87	H2_89	H2_95	H2_97	H2_98	H2_99	H2_102	H2_104	H2_105	H2_106	H2_107
MAP	1.2513197438592	0.988686787338316	1.15441322346517	1.0813120586531	1.1204627819955	1.01421272061207	1.00642119840108	1.26656260128267	1.11644308773412	0.975958318192086	1.27856294011923	1.22381382649604	1.17056431019751
Age	1.16666666666667	1.13333333333333	1.26666666666667	1.2	0.966666666666667	1	0.933333333333333	0.766666666666667	0.833333333333333	1	0.9	1.3	1.2
BMI	1.0249478781832	1.05572210482721	1.05355722575453	1.32404474710918	1.15818206633001	1.43394059760075	0.999166992182904	1.02216647920069	0.867198787667719	0.901323870615532	1.02949412423582	1.13113049043924	1.21333000757708
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.874495195903145	0.832801761445748	0.775872324313024	0.959248115437869	0.839739744214192	0.859770239371456	0.961956342035602	0.870946523234026	0.806827466607496	0.828586437713229	0.91128048456142	0.958267365001167	0.96587017766881
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.889169925904842	0.872260406572595	0.853889181135385	0.92057646000658	0.825974626699926	1.09721547656423	0.827844425139032	0.769101164540188	1.06010750090619	0.985809516495769	0.938059271810072	0.929773512554154	1.00687830233087
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.793118302411846	0.671548501992738	0.708165105155474	0.884997712961752	1.00057817058045	0.790702322920431	0.915236345597626	0.872095964959527	0.891565959807015	0.970763199600225	0.779015925862442	0.916053191718413	1.06598325182579
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.779568812109002	0.983605961492499	1.0960593950843	0.912040242642241	0.804242595826345	0.914465761903658	0.970273353170329	0.917959236290333	1.12060266740459	0.997880280158851	0.769329806281256	0.767002700085468	0.659677931929526
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.871623123449196	0.85330902298333	0.83855261652263	0.953578043849355	0.931399125248205	0.774114895012798	0.869684528881245	0.986887925706003	0.726243774515418	1.08336544845114	0.97137708997466	1.01330614160347	1.14830621817426
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.919781755320588	0.865798796821053	0.807889218081172	0.94130167932787	0.878597628055667	0.882352885368461	0.842237039721435	0.869298378972531	1.11177309267664	1.14525984348159	0.95535023444221	0.951717463169302	1.00344279426963
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	0.906626009098906	0.880868103893627	1.04690236259505	0.856921920863541	0.855523086645441	0.904339392022375	0.934924896380172	0.993861359909284	1.04878290194824	0.765543690657328	0.931498089132864	1.01835068467114	1.04680031430021
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	0.919641760250939	1.15622294394461	0.888289325183848	0.924322188740063	1.08639388350517	1.02234369337805	1.49921150001051	0.840527152981961	1.04843054303151	0.996374436426742	1.10829778448013	0.833652664374844	0.953795627066924
