ID	H2_1	H2_2	H2_4	H2_6	H2_7	H2_8	H2_9	H2_11	H2_12	H2_13	H2_14	H2_15	H2_16	H2_18	H2_20	H2_23	H2_24	H2_27	H2_29	H2_35	H2_39	H2_43	H2_44	H2_45	H2_49	H2_50	H2_52	H2_54	H2_56	H2_57	H2_58	H2_59	H2_60	H2_61	H2_63	H2_64	H2_65	H2_66	H2_68	H2_71	H2_72	H2_74	H2_79
MAP	0.948990242489123	0.938529400210177	0.866940354943576	1.11013293196751	0.889803229259765	0.90929369763993	0.760063568685609	1.01391132794469	1.03724427660849	1.10529223425883	0.992875101896503	1	1.14421792592738	0.960343354383759	1.18477089246604	1.04002015832016	1.11294306563608	1.02838333218751	0.983565199029651	0.996890806234593	0.965260413085966	0.898051689763207	0.996890806234593	1.11228098390281	1.13146490340703	0.826102569265068	0.963808081006492	1.01937420815368	0.919316998791974	0.858336361582809	0.757425554169654	1.0817370775592	0.943402017305218	1.12374004360679	0.972974960469068	1.03142586354217	1	0.92360954242332	0.994949616476296	0.879209062159322	1.01872243883754	1.03949655761695	0.970135239984679
Age	1.03333333333333	1.06666666666667	1.2	1.03333333333333	0.866666666666667	0.9	1.26666666666667	0.933333333333333	1	1.26666666666667	1.03333333333333	1.03333333333333	1	0.966666666666667	0.833333333333333	0.9	0.9	1.06666666666667	0.9	1	0.833333333333333	0.933333333333333	0.933333333333333	1	1.2	1	0.866666666666667	0.866666666666667	0.933333333333333	0.966666666666667	1.06666666666667	0.633333333333333	0.966666666666667	1.03333333333333	1	0.933333333333333	1.03333333333333	0.9	0.966666666666667	1.2	0.966666666666667	1.13333333333333	1.13333333333333
BMI	1.39935430128528	0.933472324844811	0.980313719215184	1.2442454219867	0.861918365233925	1.03686883185949	1.07739442684827	0.939341029635312	1.02473139027593	1.20286328788656	0.942607173279745	1.11694582625434	1.02532908515034	0.871495602001101	1.00515335344475	0.763722274252528	1.03237906091311	0.895652828696884	0.860770038073634	0.954655195945087	0.944508501856619	0.839403622878065	0.882423535059275	1.00261667992263	0.815749965879623	1.04987693133098	1.23171736091829	0.802708922596161	0.810643675023414	1.18377470197616	0.956518874451133	0.980313719215184	0.90080618214163	0.92596584197324	0.977753514398799	1.02473139027593	1.19830762931623	0.924808102295242	0.979452473844966	1.02737630775168	0.985330591153175	0.873331042954025	1.06675357558016
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	1.17680244245873	1.18270240970574	1.05113727421526	0.984404034451403	1.02929650937147	1.13312389364981	1.04366757292081	0.916837476723608	0.845717958135375	1.02389107745522	1.03052951269496	1.17270005612123	0.887948255996877	1.20551552772248	0.9405088390514	0.811473598288433	0.989028933687767	0.886077232973506	0.958012202820547	0.989293659866248	0.94872418790305	0.91979363485281	0.98335565031553	0.944870010455812	0.810452300713295	0.852110816391077	1.05033087448277	1.01459524435815	0.849312574438106	0.914950899641285	0.973507501084195	0.830874924647791	0.951876602735806	1.07557830125186	0.800077746195932	1.15422473334345	1.04794658938501	1.15236271816099	0.994561303670577	1.00230222081238	1.10004419635457	0.984153143847217	0.942236211552489
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	1.21496780698309	1.22303559963958	1.06365306170999	1.02626975672275	0.976413058937113	1.11152285932284	1.31494884739988	1.08624952647216	0.920014989861558	0.970382801940161	0.978144114404189	0.951773338896839	0.933579621888471	0.889410530781099	0.960848159758124	0.970763650243041	1.02042661766388	0.912723241327868	0.936456190302557	0.897695226766877	1.11746450305616	1.05934610387225	1.05490429420102	0.974920239914364	0.92995783548457	1.04413171591904	0.949973858208983	1.1336564754205	0.977108420576462	1.01949725366906	0.973907948962107	0.888697091205683	1.1066777715685	0.986866447046924	1.03167390274282	0.972926425302653	1.07380301090505	1.0022507211249	1.06229575220415	1.01899311360316	0.966356596158426	0.942823549682869	0.989067705124432
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.0629699972023	0.89508836822372	0.965422693246439	0.979300905215879	0.854300067685254	1.01246049716158	0.981338579430227	1.01080497754559	1.00446287919936	1.09857218649642	1.01706747986979	0.931065269136337	0.909432060775386	1.11074201732859	1.09073912704078	0.954834470539425	1.125377873014	0.890079527690201	1.00218332679474	1.10312575005715	0.726492222566506	1.05648668284047	1.10643160962709	0.92054142453316	0.986734177964977	1.0738093201491	0.943736683087962	1.00227457753452	1.15246804704003	1.02646149000747	0.930534427171094	0.981238997436704	0.906416947447256	0.949742045776731	0.966029476469803	1.1045636521266	1.15202701617032	1.01778550920972	0.98726273554381	0.988544231587667	0.823506042110625	0.942107861553074	1.05289854068144
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	1.01331278516315	1.21441269147199	1.01772681268736	0.972423819538092	0.90082281524192	1.0845009794491	1.08983085580147	1.13235138439594	1.21896071112676	0.892727827486618	1.114822007654	0.873168090550948	1.13716784835885	0.916284403178242	0.916482275062988	0.900441635871446	0.914494243077569	1.19991809457488	1.18282764375557	1.05534528743866	1.06469422301106	0.990963200639119	1.00295226904748	0.952555448761993	0.915106576608793	1.01152756857883	1.04220207394489	1.12217908680214	0.93336902161507	0.83230700898191	0.760827193104872	1.1113151505901	1.07271867165856	0.996502901514543	0.719230779352308	1.05469093852067	0.895152165869564	0.978923953087864	0.929479264665456	0.83880363088004	0.910196865391906	1.22080864689733	0.959338239401132
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.84917808387433	1.11038156316917	1.0098432786318	0.948742062200442	0.970419977141101	1.11193937218882	1.04320982258799	1.06897761158821	0.918856170792367	1.11844314956276	0.905289405333304	1.14417977722806	0.92003141315474	1.19564861495782	0.972684083728475	0.975707078019322	0.924257604284598	0.889610643762148	1.00205399369387	0.96285184365336	1.07274449960887	0.896994622313808	0.962207857930316	0.99999014940587	0.920821529872421	1.06760358183729	1.09732025166532	0.972815785837799	0.94788444408941	1.1415801044461	0.997600295454015	1.024475987375	1.08677124205083	1.15619623171839	1.00806625705942	1.0420074490681	0.991290379687217	1.04646431643261	1.00000985059413	0.988430589139532	0.949954600712702	0.97613700356781	1.04910666827695
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.996402724673437	1.13485806276559	1.03958340079863	1.03235287920897	1.11857658085813	1.16389488545533	1.03856642977478	1.02979628975401	0.956098126803364	1.06027583525612	1.06123242872166	1.09690809603537	0.955501704826459	0.955628647229523	1.02467561392328	0.99620925500846	0.947197660315016	0.987298214521001	1.07208626045924	0.944429190763891	0.992418236000853	0.981068108332562	1.15923409240582	0.892395338829321	0.887497593752342	0.995156340234244	1.01679013410688	1.02126733411865	0.987073518720806	0.948450802651575	0.88736172621318	1.04346259705043	1.0284000730001	0.978691516520731	0.91363601615869	1.07940661677881	1.00293248882012	1.12187221989969	1.06426597256945	0.934805490954832	1.13367960758108	1.02711233271547	0.93136803126175
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	1.01331784446209	1.03313068488179	0.990304565161851	1.03926711196499	0.985730658100683	0.994287295292271	1.09536548814196	0.972191142992381	1.07866152232439	1.16012394213118	0.854787883033896	0.90362246895189	1.03857594339486	1.10850713623558	0.919670532898921	1.0456513996847	0.960016608145294	0.915428757552774	0.984153592984702	0.939002590239109	1.05124242384643	1.19433589507384	1.15757371515641	0.99459190199362	0.872496299187547	1.07162894466936	1.00224845046991	0.91123129619803	1.01057939818184	1.01827912113626	0.947926511888896	0.975413490861878	1.18800138373544	1.07494889342879	0.989106008542405	1.00845057386984	1.02177878923735	0.842864910645778	1.11868861701492	1.00926538072297	1.04696538160981	0.9010216860469	1.14920158466662
