ID	H1_204	H1_208	H1_209	H1_210	H1_211	H1_214	H1_215	H1_216	H1_217	H1_218	H1_221	H1_224	H1_225	H1_227	H1_230	H1_231	H1_232	H1_234	H1_235	H1_236	H1_237	H1_238	H1_239	H1_240	H1_241	H1_242	H1_243	H1_244	H1_245	H1_246	H1_247	H1_248	H1_249	H1_250	H1_251	H1_252	H1_253	H1_254	H1_255	H1_256	H1_257	H1_263	H1_264	H1_266	H1_272	H1_281
MAP	1.26160490776609	1.01029573090218	1.35967129723606	1.17828129011485	1.18089419101025	1.03830870852285	1.23354553588057	1.0130691439035	1.19978280253775	1.32024822257245	1.11288429589684	0.959101286452712	1.04545499186925	1.2438868777678	1.31151802697363	1.33655972306601	1.19813514336039	1.26699845193786	1.38218275857768	1.15456851857509	1.03875722658459	1.13732467411493	1.34430720378211	1.42900493520499	1.32584807059207	1.15481121480731	1.23311147836891	1.24753828716833	1.36614311642568	1.01308589404068	1.16773135479267	1.34316349477513	0.916957941309327	0.995523314955782	1.19245311121446	1.32024822257245	1.08061425283633	1.30609435665585	1.36925984698689	0.926244506572591	1.10011406361401	1.2838524640687	1.40664555064841	1.57262892619751	1.28813748657202	1.33008790387639
Age	1.13333333333333	1	1.33333333333333	1.16666666666667	0.866666666666667	0.833333333333333	1.06666666666667	1.03333333333333	1.13333333333333	1.2	1.03333333333333	1.26666666666667	1.13333333333333	1.1	0.933333333333333	1.23333333333333	0.866666666666667	1.06666666666667	1.1	1.03333333333333	1.26666666666667	1.2	1.13333333333333	0.866666666666667	1.03333333333333	1	1.33333333333333	1.03333333333333	1	1.1	1	1.13333333333333	1.06666666666667	0.9	1.03333333333333	1.03333333333333	1	1.2	1.13333333333333	0.966666666666667	1.06666666666667	1.16666666666667	0.966666666666667	1.1	1.2	1.06666666666667
BMI	1.18291453679644	1.04961608523006	1.19971546716784	1.21428645655948	1.22389315320948	0.964240442357756	1.41986976486939	1.1849327470428	1.32509027254524	1.14593366569876	1.02407386288956	1.38093379494188	1.28144907109773	0.955253265681399	1.29694065316785	1.14330704370979	1.17823263629975	1.23696651903103	1.38314266008959	1.02227596490808	1.05794196900308	0.947330003145451	1.28477861677136	1.57357691126933	1.3003905350597	1.17458090175647	1.10286207194845	1.23931158592566	1.07402868546954	1.01077261798477	0.925351767504361	1.50438892348577	1.11437681139952	1.24270868355379	1.03170539270469	1.10386854978612	1.74666207353643	1.34188778594529	1.25164399476625	1.01206351552613	1.05367956703407	1.13456368345734	1.22668563086584	1.04634408406899	1.15826452910622	1.38710604091379
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.17202028827119	1.21338183434708	0.945301095707875	0.956591383157905	0.755501535774465	0.845214106170928	0.926255973691109	0.737599926421167	0.993685651692131	0.809117656403476	0.848367352220401	1.34457003585864	1.12204156193812	1.10524813380771	1.06057385190699	1.05494473295883	0.793333356074992	1.03830947581098	1.43143845103449	1.06174617409796	0.706307067585091	0.79304027548363	1.19119876721849	1.28728122911562	1.01046324226769	0.86103031289134	1.22495734830578	1.22319394457629	0.886396847430134	0.70925895284199	0.926003633906642	1.24745594245232	0.867423137390274	1.07522374172186	0.569905054722083	1.0583008783298	1.01293817434104	0.835230929129954	0.586507676033666	0.967425863126776	0.809913845493377	0.834655492847126	0.966720731288515	0.909110018395915	0.58024740886079	0.707217380117049
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.850427284451026	0.917412028362598	0.84619435638907	1.03828700372245	0.874736472843872	1.03226440558143	0.808548715275885	1.0197805428233	0.891027220350612	1.01088536699073	0.850956667561656	0.953267007598982	1.0091773802579	0.896771649302837	0.869275921816002	0.921161834429728	0.845414532513095	0.988577593689023	1.13546157797817	0.874209843601	0.896267297193893	0.911917244718056	0.832266888061629	1.01071098003924	1.00592775617935	0.931326222356735	0.862987103601616	1.01237915590873	0.79880697395238	1.06484369544048	0.821222724098226	0.938976991281864	1.19530334712765	0.917040724594749	1.08016615369893	0.982891397312677	0.841492608037898	0.808236071964425	0.969588333472975	1.0252391270407	0.986886506305487	1.00738913114296	0.992316360058259	0.881105011989099	0.82567496731598	0.936592726222222
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.82132788330816	0.978167886822369	1.01420862649281	0.96977879573652	0.902036133178495	0.986462705555306	1.05653022651996	1.09045195521902	0.969569737930525	0.998294869093116	0.908290691472758	0.71171886212527	0.941798803682116	1.09902043113409	0.852173277315114	1.05214316073699	0.908060095608338	0.859183311559375	0.985248516163912	0.905887263598362	0.921187085693437	0.830461245525185	1.21466653754122	0.804137606829543	0.960584108224504	0.813508565902641	0.846739150647482	0.999285396923458	0.76066668344556	0.87324049361673	0.646847600867239	0.95533042410791	1.03575163873757	0.741312679875555	0.872554042178159	0.798353025333431	1.03539061911432	0.726766279968924	1.22052860350638	1.01846911906154	0.748716668126231	1.07965992526306	1.0766345030962	0.974778627601286	1.1181770159296	0.963205809392256
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.949257019921077	0.789934001812444	0.94220330128316	1.08961755551798	0.925574965257249	1.01673746535325	0.933891602865125	1.12217924803948	0.904382700854645	0.955578585543542	1.17463337105843	0.704639395381015	1.01840502453806	0.84104524605699	0.825597456351748	1.00708233376345	0.947914980956668	0.857508357529354	0.966759047508106	0.941539085510751	1.02069541655164	0.897332046291229	1.06914323423478	0.994010201348429	1.01823105150262	0.772720357659269	0.840289675906776	0.891391205613585	0.7696366323167	1.10812109040806	0.892705650125189	0.899775245204107	1.00702067615203	1.01856444398862	0.973114508857757	0.900405737430209	0.917441505323095	0.837326739097341	1.10859717307438	1.04918307956602	1.00367818313023	1.00395368823609	0.959476778210001	0.943502091453438	1.15041282314559	0.806435884948936
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	1.03834234707742	1.15359723755871	1.0766239554264	0.88002065332559	1.01864864286917	1.02823745308662	1.05782268693389	0.872416900477468	0.974930376569063	1.12781418339642	1.06673404394427	1.34812290892307	1.07789992275341	0.91953287284951	1.20725361782436	1.06688418523123	0.769585248612847	1.09132388482194	1.28022290122638	1.11934889061771	0.858982796551942	1.22591388479904	1.11137058904516	1.13688262203951	1.05691640628699	1.0289260501525	1.33517003503447	1.05048288816693	1.14473867283956	1.07071285372346	1.19811189628149	1.12997428044683	0.896537457623724	1.15355284351616	0.973614918637544	1.24743450928652	0.976820611986953	1.22219615469923	0.776170659599075	0.98212857929029	1.08764951635814	0.843741954740027	0.992204019758917	1.10424454545132	0.946554114977172	1.11237700429912
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	1.04579755859974	1.00140712100208	0.908677032188871	0.990148317967887	0.919897930642807	0.930153783766208	0.911840685257145	0.965492121389243	0.854651844238332	0.755219669575954	0.943570196827109	1.20133250435621	1.11883442563453	0.868593245896755	1.21175310549663	0.885655829077674	0.929700898965415	0.896871399562386	0.873171331346173	1.03078298750372	0.854244742583541	1.02169289304282	1.05951051018806	0.869010990922597	0.957666945032182	1.00894355781721	0.935544729887263	0.892792924383498	0.884639926862468	1.01518350136693	0.935239854418036	1.184997479199	0.728304902472239	1.19216729223977	0.757986533959642	0.857712676882943	1.1549375969486	0.968050942590538	0.962842903105738	1.17408403174514	0.84109781470585	0.843136919544738	0.917229629830177	0.854341325329929	1.08627490552487	1.03862310243855
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.29763039475835	1.10470085410267	1.08272989406603	0.983684196318844	1.01959564538534	1.13261272860304	1.06583753501251	0.920278002975089	0.931289859075301	1.03147283222323	1.14762160713546	1.28856204541562	1.14265747437565	1.08753124155747	1.103462608359	1.04772502033231	1.02172056106862	1.25186922104726	0.972167130004976	1.25763683472142	1.1126113324168	1.33123176834602	1.07522333692685	1.21438001886762	0.897361190760358	1.01576334823811	1.11054069631526	0.908558100361228	1.07390099084962	1.07702620030588	1.14827257965074	1.09901994880161	0.987354540083704	1.2674093040274	0.960506190984563	1.22997027524028	1.03001950793903	1.10596664402543	0.765810003093738	1.08662129704702	0.977067582859468	1.05293553834028	1.1751262380358	1.13621004779897	0.98482283016499	1.10061321514215
