ID	H2_109	H2_110	H2_111	H2_112	H2_114	H2_115	H2_116	H2_117	H2_118	H2_122	H2_123	H2_125	H2_127	H2_129	H2_130	H2_132	H2_134	H2_136	H2_138	H2_139	H2_141	H2_142	H2_143	H2_144	H2_145	H2_146	H2_147	H2_149	H2_151	H2_152	H2_153	H2_154	H2_155	H2_156	H2_157	H2_159	H2_160	H2_164	H2_166
MAP	1.0842018680207	1.16329074141369	0.939111683477543	1.02525191761852	1.1158374173779	1.0841768235791	1.21365327198264	1.11644308773412	1.29724547972382	1.10100767047408	1.07380940688869	1.25014486490734	1.10246221235722	1.18247576581974	1.21365327198264	1.00694713167483	1.09474705113977	0.855143931879119	1.08441155383573	1.11672735442304	0.884779608913857	0.940568557931231	1.11055230359756	1.16287136978364	1.07069333817853	1.17393732996788	1.30625914613186	0.934172403971754	1.27203518007445	1.3472986377788	1.11644308773412	1.10009600369283	1.27203518007445	0.989845706597	0.934172403971754	1.12343963307438	1.16711615710231	1.26964392696844	1.17624375116629
Age	1.16666666666667	1.16666666666667	1.16666666666667	1.23333333333333	0.933333333333333	1.13333333333333	0.966666666666667	1.23333333333333	0.8	1.03333333333333	1.1	1	1.16666666666667	0.933333333333333	1.36666666666667	1.16666666666667	1.1	1.23333333333333	0.933333333333333	1.16666666666667	0.8	0.833333333333333	1.2	0.966666666666667	1.06666666666667	1.03333333333333	1.03333333333333	1.06666666666667	1.36666666666667	1.16666666666667	1.26666666666667	1.4	0.933333333333333	0.9	0.866666666666667	1.1	0.7	1.3	0.833333333333333
BMI	0.89737531943732	0.822404615898684	0.867198787667719	0.882423535059275	0.985330591153175	0.962166385075512	1.09342865076265	1.02387014490571	0.904905333603159	1.34700187779728	0.999166992182904	1.39379620957912	0.96804450238372	1.08464677174174	1.12976096911282	0.923758606570879	1.04248339867189	0.961460446247465	0.920685419539445	0.882423535059275	0.991947591101406	0.789037240626309	0.928121308528212	1.17534108611042	0.942607173279745	0.793122273311277	1.36826004903922	0.979452473844966	1.46762799847517	1.21002621386181	1.17236673051491	1.18768560308354	1.25010000800064	0.99057336351614	0.940272868888335	1.18768560308354	1.02491964063007	1.30310660146929	1.06625941840053
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	0.828538296775893	0.913140774563311	0.838052286224722	0.943995086399603	1.01189995564245	0.884482891680932	0.432689568125906	0.883767773247531	0.763202049592765	0.898504879520157	0.86081604783321	0.858286022107129	1.03730835666583	0.98486366197378	0.831328734801817	1.10818398442247	0.595985171558832	0.729619020142201	1.21261023509729	0.904440576846098	0.977186049059225	1.01773283833219	1.1886801202258	0.603151905335802	0.808827462501028	0.976418350500768	0.92574690528456	0.92748684450429	0.791446151888613	0.781499876196209	0.982491283153015	1.00774940856798	0.845563845101677	0.983169039474828	0.867586722283896	0.740920415383213	0.757391554551199	0.502632663532183	0.984535127805373
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.911409851335691	0.838703790069373	0.908190278316845	0.946666359727374	1.01609395197744	1.18627790041452	1.08378954353424	0.997825690605888	0.965947146011628	0.851786440485956	0.827442414072643	1.03287749592955	1.07619504344383	0.92858267699101	0.93303086920807	0.853443981747126	0.838849957000134	0.944582342427197	0.851159771739928	0.849633908511858	0.823909696061194	0.977960551461134	0.991023797662907	0.855406184907113	0.981764731272057	1.00983231190603	0.836720686372691	0.926114225558677	0.918093335218692	0.975884526935396	1.00834059028515	0.93424671029516	0.899316992195113	0.887701079268074	0.84415520877421	0.925768911060798	0.972814964264227	0.996278164890922	0.966584725129724
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.902478623209737	0.897292747224778	0.796776232720767	1.08950429837169	0.895072409115643	0.858584394259169	0.878033109388065	0.912463823424939	0.882065937290368	1.05773570464844	0.747172085194625	1.01081884286833	0.995165769383696	0.905119203716909	1.05388086196833	0.856106633119097	1.14489165986502	0.929218662285832	0.990408999809484	0.972176519901783	0.966344934286241	1.00473642193872	1.09676900319192	1.28660919258509	0.942438892755842	0.849200331298284	0.74304345353917	0.900819422370442	0.971840960831241	0.925632744513557	0.949299110869213	1.12005994411962	0.981419083385903	0.990393156002551	0.955804105227241	1.07672931600743	0.971262654620867	1.01554915502013	0.864550058180512
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.872104862338781	0.82066285909746	0.873480769566889	0.945554281349838	1.00837076784089	1.05029767179574	1.13963641988821	1.05330815417051	0.950501121109871	1.12795476719473	0.898514509852724	0.719997243475244	1.01058206600341	0.78698232250141	0.959789018959816	0.849954394114012	0.912420619180943	1.0974327453718	1.00905210670893	0.957410766333479	0.960788126032834	1.18192079540349	1.04510619451795	1.10204573817488	1.01852699840541	1.01206398877158	0.916738121454188	0.757687008191962	0.974715156812963	0.901559596105199	0.928168184594477	0.874735955888446	0.880333034076824	0.866739468340605	0.889052304590385	0.997067670006972	1.05178574071665	0.82056188030076	1.03062692435387
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	1.11822451240198	1.11359249219954	1.12634489658955	0.945797491740976	1.09210867917392	1.01260298947033	1.02927630050773	1.07408700217618	1.04921740161918	1.04185924120134	1.16877327044509	1.04202928391086	1.17994031954056	1.17123593976357	1.14772876896803	1.04183463571727	0.970291049182121	1.07858030221326	1.16641241502198	1.09352597595502	1.24076762315344	0.981756590901285	0.960020619381982	0.943078992432883	0.902718326481456	1.20190542269047	1.11909992772013	1.09332557464924	0.966993586800953	1.18405750501053	1.15022794831482	0.96949574492528	1.23768545353899	1.15032391421184	1.10658883813064	0.977961795673203	0.910015072825681	0.861924249663455	0.906583949618638
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	1.03051261211828	1.03672111613807	1.20462621832879	0.970220645154487	1.03183678597187	0.7864008364088	0.930068724731284	0.914127691291631	0.831347160837126	1.10924257944626	0.87281349589057	0.911171557510682	0.866983247028266	1.00004691364894	0.941347472404512	0.906127037640695	0.869192467167691	0.976240038241064	1.00467092020254	0.908915846358067	1.00521733502901	0.858195845934583	0.974469175885172	0.913886947632684	0.758817453557689	1.08209404750759	0.998194835461947	0.895155229440054	1.12702128425147	0.962966989063461	0.959989392427963	0.951288953389678	1.00469223250489	1.20334207562956	0.882575991658663	0.920997227652925	1.11430979728026	1.00335054875552	1.06434944209831
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.054103477834	0.982740795549935	1.01526154606362	1.11021310194442	0.966890475516021	1.12405354456441	1.0303827154563	1.08179365000344	1.04287130933443	0.992180770179166	1.03779930666708	1.11263243676144	0.924311248263684	1.11940867718951	1.12617982004483	0.986930647961052	0.959100342097392	0.879825772214648	1.05421283175675	0.926017043757136	1.02514862620209	0.91086153490512	1.01335606650747	0.961869732892159	1.05678874387437	1.00218216233863	1.06666735364425	0.998387697004405	0.958969899603318	0.970651675170561	1.12336482065013	1.13630764612354	1.17516149996221	1.06573332424038	1.05729682933943	0.992300933738473	0.849804506250649	0.934928506098073	1.04806937188305
