ID	H4_165	H4_166	H4_167	H4_168	H4_170	H4_172	H4_176	H4_177	H4_181	H4_182	H4_186	H4_190	H4_193	H4_201	H4_202	H4_207	H4_212	H4_215	H4_217	H4_218	H4_221	H4_224	H4_229	H4_231	H4_232	H4_234	H4_235	H4_238	H4_239	H4_244	H4_245	H4_246	H4_248	H4_249	H4_250	H4_251
MAP	1.05566674104699	1.14610986296927	1.28735243475437	1.22542042206444	1.39906613426988	1.16967329483112	1.14676969958204	1.14701143562799	1.09401349286757	1.12691904695246	1.18709492176437	1.21178364473741	1.12417032446914	1.12370394599157	0.972866428187647	1.15958575242625	1.21231146782866	1.25849541082654	1.17688148719989	1.13523659179202	1.28922926740927	0.930143018113225	1.29665690482691	1.18981950529232	1.22986014189548	1.19367480830897	1.19449945970319	1.15696511655304	1.12141247769168	1.19051017970933	1.15958575242625	1.15189997833269	1.20947023193263	1.14610986296927	1.2795009219002	1.2091826434212
Age	0.935483870967742	1.16129032258065	1	1.03225806451613	0.903225806451613	0.806451612903226	0.903225806451613	1.2258064516129	1	0.838709677419355	1.16129032258065	0.838709677419355	0.870967741935484	0.903225806451613	1	0.967741935483871	1.06451612903226	1.03225806451613	0.838709677419355	0.774193548387097	0.967741935483871	0.967741935483871	0.903225806451613	0.806451612903226	1.12903225806452	1.03225806451613	1.06451612903226	0.870967741935484	1.03225806451613	0.935483870967742	1.06451612903226	1.19354838709677	0.838709677419355	1.06451612903226	0.935483870967742	1.2258064516129
BMI	0.872586281804048	1.25372806295594	1.57214806255718	1.11800018825205	0.928687247963655	0.956548087966567	1.45372917577595	0.948249696408791	1.15937344523975	1.13054955225223	1.32202878216224	0.77311176468679	0.984378325419174	1.1413429790099	1.05871284746066	1.46055261714401	0.969836086249115	1.10485036512088	0.88412529796915	1.08673829209021	1.14998773579613	0.874331554521457	1.0252535954519	0.952864653729825	1.15067119275295	1.27038512382209	1.24180651491202	1.02155625096502	1.11506605282278	0.858624100064776	1.53604864507209	1.5773129384337	1.0070673344205	1.08461976099408	1.05643295746292	1.22982561646751
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.30856443716708	1.43701693247513	0.740190651239665	1.04774554449758	1.12513466534616	1.2536728680831	0.971649933626949	0.595854572551336	1.10029211619843	1.21390682875057	1.11260046561358	1.10204694371855	1.15336902201523	0.862059743724318	1.03284030175686	0.862295274173002	0.886260502127967	0.989300046793533	0.882933713766467	1.63762556855392	1.20794306257279	1.15117453560554	1.17784666097261	1.12257536791384	1.2084123974006	1.30352812873378	0.962647982151688	1.04510861653992	0.808515369337879	1.02728697453606	1.0303743940436	1.04003358995473	1.58175121014363	1.05705856600881	1.10344536050868	0.985332270299321
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.689141956191618	0.8033300327608	1.14264284833306	0.909096633069071	0.974976032029425	0.968618802194209	1.0418264114395	1.15476117699071	0.963015508423941	0.959605557736591	1.17789686399734	0.827680233739038	1.00958709771338	1.10832278833728	0.740867405505086	1.06866986815812	0.850050740115713	1.02079327632384	0.939489735033443	0.90568943901824	1.06335305057138	0.88375314937191	0.972714077017895	0.946731238450377	1.01619583290183	1.15956824201716	0.980452084895608	0.904237777338719	0.983743991611773	1.11062572740926	0.865689716566049	0.655367843623322	0.913342988313876	0.957311210981396	1.00488177905262	0.956027815673428
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.693417759507025	0.945584575433009	1.23120522801658	1.03551402456275	0.913038875700111	1.1135092813789	1.13154994726463	1.1260494957647	0.833785406276095	1.01324737040705	0.970134936452299	0.811110450304697	0.820786628267517	0.922794039267923	0.833718709190631	1.2504404849392	1.06959640290849	1.04639155577463	0.709875331232026	0.901062034166244	1.14201957500424	0.983402442857448	0.894505472503948	1.01466165875484	0.838529467578213	1.06099834270923	1.26634606348818	1.04978135743962	0.795713300083739	0.827443244415094	0.924186663914605	0.886286615172843	0.994967654930439	0.851082445466601	0.889300324733217	1.05801581856309
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.814363043194934	0.913259473298894	1.15501403742057	0.989940863917597	0.970366503359534	0.948800046993738	1.11114166642931	1.25459343593509	1.08642236374953	0.960323248717246	1.01496613081752	0.817745156008423	1.01259142867677	1.09282135774473	0.667647897405048	0.992356604820429	0.861596522274821	0.946809468078855	0.884532382596693	1.13200399313031	1.02736942764448	0.913448578995212	1.06185194821941	0.936403199022617	0.856349601633218	1.04659004167908	1.07318676919549	0.863155767197207	1.04097605128619	0.939461375456409	0.857187041613916	0.920761048924106	0.853380737151541	0.904317146323736	0.957881353496173	0.981435097582497
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	1.22021363852035	1.20791913666453	0.917139331119161	1.09301092385885	1.02654268987852	1.22784773942686	0.962336929819131	0.839880938458841	1.10800286685352	0.959038353643284	0.977086908758822	1.37533538207041	1.36043442694389	0.933440131210309	1.07762199003995	0.949308112746552	1.030284932858	1.07769142265179	1.17352738259854	1.39623727272044	0.978500566175545	1.24114377430687	1.33946532275578	1.21056437188026	1.19231652962076	1.01493691080024	1.21130096400562	1.00733126949781	0.955557651787874	1.34100525945878	1.07911414797873	1.24902759413617	1.17148503361294	1.15060878839617	1.23304991263819	1.0717361064414
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	1.16856611019135	0.86343958211036	0.879020304231144	1.03811042729887	1.01236706610103	0.973572472201862	0.785503344428722	0.916277874656418	1.10128943075298	0.965505830608329	1.15306168118903	1.04609499544903	0.989988166636397	1.01712065313207	0.938512821406597	0.97779250107263	0.798883549260049	1.18652519268882	0.894385896456259	1.21000656209439	0.987381694736601	0.777626807550985	1.09275484435308	0.951319019812649	1.25430521151566	1.0920993860354	0.926281345312494	1.07007715792409	0.985382360034021	0.921409305770923	1.16975237699984	1.10587965765196	1.18945537008829	1.01412128950443	1.16499242100086	1.08029634738997
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.148391995082	1.2654405229638	1.01121183314273	1.07743638460035	0.87946272530956	1.00969495906702	0.921161352098798	0.73168284945032	0.980463885867052	0.879788857267777	1.12001110137352	1.12205612641083	1.00182673162912	0.916457049142738	0.989485261674675	0.958139182269746	1.10010039398267	0.941160762686204	1.11993576068259	1.07309559940647	0.976638662021245	1.11591095704312	1.16853310315064	0.971080337416474	1.02339590517144	1.05436829701456	1.2156710514613	0.96812042879337	1.03846867648596	1.11900933430096	0.907724328813404	1.03265274608863	1.1538857670861	1.12717589233141	0.985169758450401	1.05098353396617
