ID	H4_3	H4_4	H4_5	H4_8	H4_9	H4_11	H4_13	H4_15	H4_19	H4_24	H4_28	H4_30	H4_38	H4_44	H4_48	H4_54	H4_55	H4_57	H4_59	H4_66	H4_74	H4_83	H4_86	H4_87	H4_88	H4_89	H4_92	H4_95	H4_98	H4_100	H4_102	H4_105	H4_106	H4_111	H4_115	H4_117	H4_123	H4_124
MAP	1.0594044677164	1.12943515768397	1.08702913444867	1.30707938967481	1.0658421769688	0.820085204737611	1.04940008343532	0.736172536475232	1	1.03670703531587	1.07422509333344	0.821563571382702	0.964542992980992	0.845233376344563	0.957944511355935	0.818105117412341	0.911450226859982	0.946385647647018	0.855622597942945	1.04156289225802	0.951922823717251	0.985495144258555	1.09397815066496	1.03495528633883	1.22833788624061	0.957944511355935	0.844180617596906	1.15421881951499	0.91420911311399	0.974045656581896	1.13092045417271	0.890556979253434	0.992386296280383	1.08683613830305	0.955203296203231	0.929971504482916	0.94973692003561	1.01728360754725
Age	1	1.06451612903226	1.03225806451613	0.935483870967742	1.12903225806452	0.870967741935484	0.935483870967742	1.19354838709677	0.967741935483871	0.870967741935484	0.903225806451613	0.741935483870968	0.838709677419355	1.03225806451613	0.870967741935484	1	1.12903225806452	1.06451612903226	1	1.09677419354839	0.903225806451613	1	1	0.709677419354839	1.06451612903226	1.06451612903226	0.806451612903226	1.03225806451613	1.03225806451613	1.16129032258065	1.03225806451613	0.935483870967742	1.09677419354839	0.935483870967742	1	1.12903225806452	0.935483870967742	1.29032258064516
BMI	0.849186459020635	0.952847034079649	0.976253348313127	1.31708461558792	1.19491877109431	1.39303087194548	0.791287361193092	0.822326693352709	1.23212961756549	0.9951077650262	1.1849724785701	0.887502706702839	0.906847227895801	0.984378325419174	0.843593147439842	1.01569076215652	1.14204730134192	0.795798918988094	0.994365421343795	1.30759179721823	0.96425158449341	1.0201703263762	0.906398854166329	1.13054955225223	0.943529484861707	0.981687155692329	0.797077270975846	1.25441708401281	1.00521958952707	1.13355926670725	0.945684646283204	1.05594748973308	0.760895319339931	1.33125452372926	1.17876433393317	0.923115265433075	0.869968836402939	0.935412853905743
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	0.792780598561342	1.51553911286486	1.15769624414085	1.4287804209719	0.85318694234291	1.04837881547184	1.17188817847181	1.87116924607157	0.918479385017762	0.799025807669435	0.843101524094889	1.18610191968894	0.927962572820997	0.681129046632437	1.37136838830207	0.960156382172288	1.04705258207854	0.783979034675482	1.0625742980044	0.990772586696701	0.818917909943871	0.682540867066582	1.00324993824968	1.03605716003358	0.998863288281031	1.5503624865039	0.998474752188154	1.04535654080665	0.695323329938498	0.829312903377722	1.21515961324106	0.991250866574995	1.26709903789776	0.787016202504827	1.03601282778212	0.921152316774048	0.951563792807784	1.2469504835845
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	1.05314475567972	0.846784751263549	1.00838600013136	0.941994586153404	1.21196566624548	0.897800999276533	1.28420939595004	0.870527397709296	1.1307097287393	1.15956391242463	1.09078080384412	1.25584936168555	1.16417077604209	1.1759099302122	0.933763315506211	1.08423766221564	0.832897183741576	0.961338526029832	0.984771745151878	0.916355860598152	1.10521294927797	1.07988864073894	0.872896703580171	1.14157046192234	1.12344244822985	1.02298763101146	0.90055989024975	1.03102258383954	0.928788523374174	0.969334582775429	0.910272758801233	1.07202022587284	0.917216235520419	1.16243869269013	1.16069943847282	0.983328719464082	1.02600802491523	0.92418228740137
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.05618481169511	0.881348166820067	0.936762346044899	1.02092027048526	1.07922250234331	0.789664628458951	1.09113007116156	0.979460778381773	0.976874952602825	1.29961127213201	1.35386993546717	1.08942096632755	1.01679851330727	1.27673251068463	0.869559554254121	1.07277968465685	0.896277286227584	1.04194181252953	1.09164803137071	1.124225829353	1.05853872356952	1.1048166392631	1.07891314958024	1.22765981481626	0.984351917525727	1.15775805448032	0.879507764284267	1.03453301207485	1.00193884062454	0.815592691729256	0.992200172369538	1.13368786504755	0.952812509726651	1.13573108507635	0.914537283419905	0.925084976096215	1.02443239681333	1.0350800570042
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	1.25606453110826	0.868213675517929	0.913583040297673	1.05267269461736	0.862883803448041	0.984784482152697	1.02683614332438	0.943021668600385	0.940486808327771	1.13504919323871	0.938637702158647	1.01120049394226	1.08479266582801	1.12952864687062	1.01253136665749	1.10164328020746	0.831804159878557	0.805450498379336	0.960288161130474	0.923875819309867	0.952451690098066	1.14334209395714	0.905804201463676	0.911643006969726	1.09539877244841	1.08973217284226	0.956578633540104	0.981114540594094	0.835819551600743	0.992288067614086	0.90491927676728	1.11940381926747	1.02976259484559	1.20564706949456	1.10564983082419	0.836869505294235	0.947200505568652	0.964991678672495
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	0.897053222653263	1.1846885965638	1.11404441005266	1.18864337254695	0.857586933107883	1.12204239269618	1.08386785027104	1.12261317849699	0.982087305065328	0.801802697583494	0.980728307530426	0.946012996729291	0.998182092668233	0.757168113655337	1.00867340417131	1.06294519249933	1.01555662236867	1.02438226895916	1.00098206349103	1.14022493456049	0.931977056604592	0.908865539601874	0.9384414574164	1.17527894630087	1.04102365135221	1.1868833723648	0.999308136188717	1.02941394236024	1.11159048549185	0.901574219214178	0.895677131508014	1.0216240775472	0.99428830858666	0.671749250150844	0.912365943904373	1.13040960291762	0.982616788131363	0.964756471728705
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	0.914636659370231	1.36848362472064	1.10937037271969	0.997166295232588	0.901577185609927	1.13401857110135	1.04565167224786	1.15260549624325	1.11167352446961	0.866226391486343	0.96391674500036	0.84596933200523	1.18653261747029	0.965555030644029	1.22625805969619	1.04132324057603	1.06537886519855	1.04960932391962	1.0059520923298	1.06091289479691	0.999505592946095	1.09648861981249	0.815404764627708	0.88137754432538	1.00282977852408	1	1.01374852546806	1.03795796431352	0.850604396087784	0.974348756105308	0.884126902003423	0.729400409187948	0.916030788291545	1.00458724111062	1.14940913611085	0.907544902318141	1.0661600183635	0.935791708860605
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.06185056068535	1.20614650606056	0.913020001126299	1.11699015789933	1.09919009029924	0.999932278459147	0.952558860991193	0.978991553512879	0.99191648107683	0.941988654299818	1.06696118885919	0.89250075321914	0.910100432535217	0.945008058289902	1.06924182931415	0.961843526437984	1.03113957372813	1	0.948923780751957	0.986387454069205	0.794084624846054	0.990668802954957	1.02863370099618	1.15287657242501	0.939846740860708	1.01630613606358	1.04637127512587	0.971510222988976	0.989883160183004	1.01268202787147	0.922178176963008	0.926874032624794	0.953088804713537	0.908557721507569	0.95101397792509	1.048026995677	1.02611732143095	1.06256515136908
chr1:162630974:162632975:+:DDR2,DDR2;NM_001354982.2,XM_011509587.3;mRNA,mRNA:tss_coverage	0.842541410060402	1.10605408385076	0.984557517138266	0.831258175882446	1.0570226368153	1.13433870194836	0.993637768739016	1.07023365352632	1.00044002795255	0.939814678904631	0.830949583387668	1.0065149035651	1.09937310278344	0.908868360108781	1.02249008481448	0.873034452978336	1.12088552340128	0.916360988707295	0.945413212785859	0.954786737094482	0.906624861366044	1.0803412382076	1.37857870101719	0.921234123827674	0.952727982854657	1.00971946878493	1.1261683127883	1.02740157283963	1.15327613676745	1.09461392507449	1.0358795831264	0.921510119638634	0.814038227333277	0.856583676916566	0.99558156500669	1.12462553702115	0.937143862846859	1.08269145722953
chr11:72188914:72190915:+:FOLR1;NM_000802.3;mRNA:tss_coverage	0.882400476975107	1.29981049639981	1.09074572410249	1.16537471794425	0.983117268830697	0.940634467479216	0.882701670237364	1.05222975477649	0.964338389567855	0.803588153274127	0.833426708863675	0.850461053484134	1.11095017367356	0.930729979259016	1.06316198976591	0.849579386031619	1.21238968912592	1.03637420695913	1.00013685811569	1.19458558155634	0.990128650819176	1.06929638622795	0.95491379595193	1.13411021863656	1.03574392526029	1.13732643338203	1.0253719316337	0.867386296776046	1.08751140029837	1.06560545344051	0.923755324465926	0.904273638660217	0.964092691266596	0.843168317061697	0.968635180122014	1.06257553519095	1.10101215000832	0.874566135327054
chr22:39363146:39365147:+:SYNGR1;NM_145738.3;mRNA:tss_coverage	1.11158454195131	1.16571082054273	1.16524947052501	1.09846557098685	0.848132590660439	1.02555986839164	1.01841021524017	1.0439339344313	0.976411057009854	0.707728319828993	0.886494084904778	0.848895957672025	0.917183871952905	0.853113246595797	1.1147841596695	0.93871299740056	1.00026883321087	1.13299381288765	1.10754378911811	0.969284164160131	1.02535124319668	0.961848099188791	1.01896364655547	1.09816727279817	0.840352771757571	1.02939646950745	1.0407023908527	1.06430679199223	0.903616136367985	1.08435614082455	1.03436205371585	0.832304643069497	1.03548660194736	0.77321987944811	0.935553932995643	1.20142473516826	0.856216660469893	0.998944320125959
