ID	H1_203	H1_204	H1_205	H1_206	H1_207	H1_208	H1_209	H1_210	H1_211	H1_212	H1_213	H1_214	H1_215	H1_216	H1_217	H1_218	H1_219	H1_220	H1_221	H1_222	H1_223	H1_224	H1_225	H1_226	H1_227	H1_228	H1_229	H1_230	H1_231	H1_232	H1_233	H1_234	H1_235	H1_236	H1_237	H1_238	H1_239	H1_240	H1_241	H1_242	H1_243	H1_244	H1_245	H1_246	H1_247	H1_248	H1_249	H1_250	H1_251	H1_252	H1_253	H1_254	H1_255	H1_256	H1_257	H1_258	H1_259	H1_260	H1_261	H1_262	H1_263	H1_264	H1_265	H1_266	H1_267	H1_268	H1_269	H1_270	H1_271	H1_272	H1_273	H1_274	H1_275	H1_276	H1_277	H1_278	H1_279	H1_280	H1_281	H1_282	H1_283	H1_284	H1_285	H1_286
MAP	1.23558459394685	1.26160490776609	1.26233420150861	1.19933199488892	1.19149726885398	1.01029573090218	1.35967129723606	1.17828129011485	1.18089419101025	1.30231207927707	1.41598357136905	1.03830870852285	1.23354553588057	1.0130691439035	1.19978280253775	1.32024822257245	1.08241784494543	1.38810869200167	1.11288429589684	1.26788150952959	1.10764343103303	0.959101286452712	1.04545499186925	1.01977968267407	1.2438868777678	1.02123103988406	1.1445134955795	1.31151802697363	1.33655972306601	1.19813514336039	1.01131640472886	1.26699845193786	1.38218275857768	1.15456851857509	1.03875722658459	1.13732467411493	1.34430720378211	1.42900493520499	1.32584807059207	1.15481121480731	1.23311147836891	1.24753828716833	1.36614311642568	1.01308589404068	1.16773135479267	1.34316349477513	0.916957941309327	0.995523314955782	1.19245311121446	1.32024822257245	1.08061425283633	1.30609435665585	1.36925984698689	0.926244506572591	1.10011406361401	1.09685079947862	0.929165537689345	1.28762522158534	1.09065975596978	1.22790254721987	1.2838524640687	1.40664555064841	1.27461506467571	1.57262892619751	1.23247955233029	1.10293555794436	1.14116009401527	1.09568250753651	1.41598357136905	1.28813748657202	1.12565452817967	1.2312922206639	1.27248924330894	0.825268292912179	1.26788150952959	1.14185420041925	1.13411901117071	1.27545341506677	1.33008790387639	1.14941489903011	1.02742208339291	1.35822222961317	1.35967129723606	0.938485723731552
Age	1.23333333333333	1.13333333333333	1.26666666666667	0.9	1	1	1.33333333333333	1.16666666666667	0.866666666666667	0.966666666666667	0.9	0.833333333333333	1.06666666666667	1.03333333333333	1.13333333333333	1.2	0.933333333333333	1.23333333333333	1.03333333333333	1.2	1.26666666666667	1.26666666666667	1.13333333333333	1.1	1.1	0.866666666666667	1	0.933333333333333	1.23333333333333	0.866666666666667	1.03333333333333	1.06666666666667	1.1	1.03333333333333	1.26666666666667	1.2	1.13333333333333	0.866666666666667	1.03333333333333	1	1.33333333333333	1.03333333333333	1	1.1	1	1.13333333333333	1.06666666666667	0.9	1.03333333333333	1.03333333333333	1	1.2	1.13333333333333	0.966666666666667	1.06666666666667	1.16666666666667	1	0.966666666666667	1.26666666666667	1.23333333333333	1.16666666666667	0.966666666666667	0.9	1.1	1.1	1	0.966666666666667	1.13333333333333	1.26666666666667	1.2	1.13333333333333	1.06666666666667	1.1	1.33333333333333	1	1.03333333333333	1.3	1	1.06666666666667	1.13333333333333	1.06666666666667	1	1.16666666666667	1.13333333333333
BMI	1.24411532626536	1.18291453679644	1.12451501703265	1.31220163172629	1.44028103214575	1.04961608523006	1.19971546716784	1.21428645655948	1.22389315320948	1.09664191410639	1.26827450399912	0.964240442357756	1.41986976486939	1.1849327470428	1.32509027254524	1.14593366569876	1.09452794996425	1.10349371683366	1.02407386288956	1.06198560364849	1.58791714959044	1.38093379494188	1.28144907109773	0.961142501628592	0.955253265681399	1.23849696657778	0.96205919383452	1.29694065316785	1.14330704370979	1.17823263629975	1.08353903848017	1.23696651903103	1.38314266008959	1.02227596490808	1.05794196900308	0.947330003145451	1.28477861677136	1.57357691126933	1.3003905350597	1.17458090175647	1.10286207194845	1.23931158592566	1.07402868546954	1.01077261798477	0.925351767504361	1.50438892348577	1.11437681139952	1.24270868355379	1.03170539270469	1.10386854978612	1.74666207353643	1.34188778594529	1.25164399476625	1.01206351552613	1.05367956703407	1.48101281504805	0.874209395149627	1.12897541938309	1.51247269809091	1.25901447279069	1.13456368345734	1.22668563086584	1.29309186655475	1.04634408406899	1.07595002479954	1.05410444900085	0.810139986176711	1.25196005256524	1.37760029960941	1.15826452910622	1.36935063933326	1.0862825098715	1.12974752603952	0.978328064828244	1.10662964068912	1.6523518237993	1.13277509102946	1.30843208372944	1.38710604091379	1.25229727719091	0.988254051308136	1.34767746392928	1.42502491220872	0.957226894952947
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.16663315121235	1.17202028827119	1.14237945439321	1.40402020419668	0.887400711295749	1.21338183434708	0.945301095707875	0.956591383157905	0.755501535774465	0.796377688534712	1.17477230134763	0.845214106170928	0.926255973691109	0.737599926421167	0.993685651692131	0.809117656403476	0.750023129281153	0.768691137071587	0.848367352220401	0.858660104963542	1.29079498791098	1.34457003585864	1.12204156193812	1.11578573621901	1.10524813380771	1.20519571605981	1.22314030809813	1.06057385190699	1.05494473295883	0.793333356074992	0.935610916442818	1.03830947581098	1.43143845103449	1.06174617409796	0.706307067585091	0.79304027548363	1.19119876721849	1.28728122911562	1.01046324226769	0.86103031289134	1.22495734830578	1.22319394457629	0.886396847430134	0.70925895284199	0.926003633906642	1.24745594245232	0.867423137390274	1.07522374172186	0.569905054722083	1.0583008783298	1.01293817434104	0.835230929129954	0.586507676033666	0.967425863126776	0.809913845493377	1.36961295842271	0.739036793293941	0.983665737539236	0.738044215211661	0.850917277735346	0.834655492847126	0.966720731288515	1.06011398524769	0.909110018395915	1.01996536012582	1.11250268530459	0.924575642773163	0.912172320910902	0.900033954079062	0.58024740886079	0.703635623404174	0.890180587203023	0.808711854638399	0.883498313605122	0.631312168062504	0.781627095660217	0.768571294779242	0.870601090694767	0.707217380117049	1.06407055209387	0.762582875059147	0.915593842813866	0.634697817022951	1.35024725216107
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.72336117296089	0.850427284451026	0.784802221775365	0.684742466113637	0.817243074045646	0.917412028362598	0.84619435638907	1.03828700372245	0.874736472843872	0.82642060670927	1.03812448584311	1.03226440558143	0.808548715275885	1.0197805428233	0.891027220350612	1.01088536699073	0.999160845688395	1.04315771036918	0.850956667561656	0.979506624848108	0.929436354271841	0.953267007598982	1.0091773802579	0.789385021333904	0.896771649302837	0.936277061057199	0.696021722561059	0.869275921816002	0.921161834429728	0.845414532513095	0.898578352224403	0.988577593689023	1.13546157797817	0.874209843601	0.896267297193893	0.911917244718056	0.832266888061629	1.01071098003924	1.00592775617935	0.931326222356735	0.862987103601616	1.01237915590873	0.79880697395238	1.06484369544048	0.821222724098226	0.938976991281864	1.19530334712765	0.917040724594749	1.08016615369893	0.982891397312677	0.841492608037898	0.808236071964425	0.969588333472975	1.0252391270407	0.986886506305487	0.730650295591947	1.24657553073497	0.968114460412636	0.949146562039589	1.06639029451766	1.00738913114296	0.992316360058259	0.845817451403849	0.881105011989099	0.903275182778594	0.888479650690179	1.01708577844	0.991085666080686	0.830135738736634	0.82567496731598	1.17154928862364	1.00004457333075	0.957177488909964	0.866947527857728	1.13594423345661	1.10469161051102	1.07466631848822	1.09228628131602	0.936592726222222	1.1035856342959	0.94000578402139	1.10226763161344	0.873972496604106	0.964535960327388
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.760467920119867	0.82132788330816	0.746560358374795	0.824700424929046	0.771174682949895	0.978167886822369	1.01420862649281	0.96977879573652	0.902036133178495	1.06826343946111	1.05983109858519	0.986462705555306	1.05653022651996	1.09045195521902	0.969569737930525	0.998294869093116	1.08456276741902	0.983538171283703	0.908290691472758	0.83053133285838	0.760228325805792	0.71171886212527	0.941798803682116	0.843433898162361	1.09902043113409	0.855409787513157	0.748001934153857	0.852173277315114	1.05214316073699	0.908060095608338	1.03551287648373	0.859183311559375	0.985248516163912	0.905887263598362	0.921187085693437	0.830461245525185	1.21466653754122	0.804137606829543	0.960584108224504	0.813508565902641	0.846739150647482	0.999285396923458	0.76066668344556	0.87324049361673	0.646847600867239	0.95533042410791	1.03575163873757	0.741312679875555	0.872554042178159	0.798353025333431	1.03539061911432	0.726766279968924	1.22052860350638	1.01846911906154	0.748716668126231	0.687235398538141	1.26941802699283	0.912868579335838	0.669110674433234	1.09759487369738	1.07965992526306	1.0766345030962	0.997116798017436	0.974778627601286	0.93038667675825	1.01926177439024	0.94250057376934	0.985805151711133	1.0372755059268	1.1181770159296	0.959556315653015	0.885234622753064	0.906514831378785	1.04983352447069	1.24941543886072	0.992661948203163	0.824595976424751	1.01288293028764	0.963205809392256	0.981782300465722	0.99769914369892	1.1158937590833	0.851210403421239	0.943276079995325
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.67394709577962	0.949257019921077	0.790448630272562	0.849957043942134	0.80620682306874	0.789934001812444	0.94220330128316	1.08961755551798	0.925574965257249	0.909664212915098	1.07883699685494	1.01673746535325	0.933891602865125	1.12217924803948	0.904382700854645	0.955578585543542	1.12141100829823	0.805815500419862	1.17463337105843	1.00345217065784	0.779520442088294	0.704639395381015	1.01840502453806	0.853536483662197	0.84104524605699	0.983814710618049	0.588886957124978	0.825597456351748	1.00708233376345	0.947914980956668	1.02350093660203	0.857508357529354	0.966759047508106	0.941539085510751	1.02069541655164	0.897332046291229	1.06914323423478	0.994010201348429	1.01823105150262	0.772720357659269	0.840289675906776	0.891391205613585	0.7696366323167	1.10812109040806	0.892705650125189	0.899775245204107	1.00702067615203	1.01856444398862	0.973114508857757	0.900405737430209	0.917441505323095	0.837326739097341	1.10859717307438	1.04918307956602	1.00367818313023	0.654666200795719	1.2136097808141	0.973787248131238	0.945377856990796	0.953668784471398	1.00395368823609	0.959476778210001	0.835570159549222	0.943502091453438	0.882272965257574	0.981229558678694	1.04397206312296	0.978582472375564	0.800092735179625	1.15041282314559	0.850785223937164	0.738079594421613	0.977368850765416	1.02882870450269	1.21269414484096	0.878772780950626	1.02628948242362	0.998618477081074	0.806435884948936	1.12310421797905	0.954504351050197	1.12927512570256	0.932654341108123	0.827774153546281
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	1.51406395095898	1.03834234707742	1.06343775340309	1.25587939927996	1.19833455371764	1.15359723755871	1.0766239554264	0.88002065332559	1.01864864286917	0.901132952116662	1.03831481774632	1.02823745308662	1.05782268693389	0.872416900477468	0.974930376569063	1.12781418339642	0.950117784445755	0.905476602136626	1.06673404394427	1.14842287256271	1.24824732082154	1.34812290892307	1.07789992275341	1.22168521283045	0.91953287284951	1.08977111737347	1.36966101740915	1.20725361782436	1.06688418523123	0.769585248612847	1.06324499697752	1.09132388482194	1.28022290122638	1.11934889061771	0.858982796551942	1.22591388479904	1.11137058904516	1.13688262203951	1.05691640628699	1.0289260501525	1.33517003503447	1.05048288816693	1.14473867283956	1.07071285372346	1.19811189628149	1.12997428044683	0.896537457623724	1.15355284351616	0.973614918637544	1.24743450928652	0.976820611986953	1.22219615469923	0.776170659599075	0.98212857929029	1.08764951635814	1.50042612586503	0.722529685524438	1.12018052743268	1.06144627929819	0.956958497463851	0.843741954740027	0.992204019758917	0.927491015341046	1.10424454545132	1.02180528248944	1.1514174900124	1.01030482652249	0.994794650887347	1.05818716941248	0.946554114977172	0.877716766165834	0.984365828442165	1.13694519591883	1.03222395838116	0.739802749002065	0.960716337302085	0.774948035528112	1.02974659781528	1.11237700429912	0.949572954978056	0.839959257082612	0.825863366201015	0.923536342422239	1.07065786825121
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	0.987959075386653	1.04579755859974	1.02837857677321	1.02246281792671	0.99544217464416	1.00140712100208	0.908677032188871	0.990148317967887	0.919897930642807	0.914112331318527	0.914904560974491	0.930153783766208	0.911840685257145	0.965492121389243	0.854651844238332	0.755219669575954	0.960218846711088	0.971826870008111	0.943570196827109	0.967264337583443	0.944156522562652	1.20133250435621	1.11883442563453	1.09513388162139	0.868593245896755	0.94879748208007	0.782389866721653	1.21175310549663	0.885655829077674	0.929700898965415	0.726558938484729	0.896871399562386	0.873171331346173	1.03078298750372	0.854244742583541	1.02169289304282	1.05951051018806	0.869010990922597	0.957666945032182	1.00894355781721	0.935544729887263	0.892792924383498	0.884639926862468	1.01518350136693	0.935239854418036	1.184997479199	0.728304902472239	1.19216729223977	0.757986533959642	0.857712676882943	1.1549375969486	0.968050942590538	0.962842903105738	1.17408403174514	0.84109781470585	1.25865777228823	0.795327428105298	0.596047849108626	1.06991184974054	0.889951508951006	0.843136919544738	0.917229629830177	1.08201367219063	0.854341325329929	1.10380564177343	0.931933171096432	0.962057679228949	0.851112510538394	0.912322606994215	1.08627490552487	0.811880684912003	1.01557371771663	0.885510552969947	0.950236938882443	0.815182076861508	0.849904273714712	1.12565491665486	0.916548673752432	1.03862310243855	1.09181279780332	0.823146949603225	0.961855958083285	0.794608467493494	0.960150477164988
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.2014791985701	1.29763039475835	0.951317165974668	1.08514852499126	1.20012408573838	1.10470085410267	1.08272989406603	0.983684196318844	1.01959564538534	1.0207414095004	1.12530095235637	1.13261272860304	1.06583753501251	0.920278002975089	0.931289859075301	1.03147283222323	1.13675672464397	0.916217410366036	1.14762160713546	0.942868874547163	1.33655133609567	1.28856204541562	1.14265747437565	1.13220468566698	1.08753124155747	0.985662568693511	1.27048867894331	1.103462608359	1.04772502033231	1.02172056106862	1.0639411597079	1.25186922104726	0.972167130004976	1.25763683472142	1.1126113324168	1.33123176834602	1.07522333692685	1.21438001886762	0.897361190760358	1.01576334823811	1.11054069631526	0.908558100361228	1.07390099084962	1.07702620030588	1.14827257965074	1.09901994880161	0.987354540083704	1.2674093040274	0.960506190984563	1.22997027524028	1.03001950793903	1.10596664402543	0.765810003093738	1.08662129704702	0.977067582859468	1.45459957186214	0.829840620593844	1.12784809283408	1.20702368616471	0.945752555055237	1.05293553834028	1.1751262380358	0.902941822530031	1.13621004779897	1.15171361234423	0.989791181873061	0.961601151351103	1.19392268655617	0.985284279647064	0.98482283016499	0.971850594678579	1.12837149141209	1.11242836021251	1.09665779681791	0.843788379073164	1.00506588908989	1.13813984037842	1.12254080744041	1.10061321514215	1.00124449193514	0.997305157484518	1.05394537526989	1.17213221411692	0.955803005778754
