ID	H2_1	H2_2	H2_4	H2_6	H2_7	H2_8	H2_9	H2_11	H2_12	H2_13	H2_14	H2_15	H2_16	H2_18	H2_20	H2_23	H2_24	H2_27	H2_29	H2_35	H2_39	H2_43	H2_44	H2_45	H2_49	H2_50	H2_52	H2_54	H2_56	H2_57	H2_58	H2_59	H2_60	H2_61	H2_63	H2_64	H2_65	H2_66	H2_68	H2_71	H2_72	H2_74	H2_79
MAP	0.948990242489123	0.938529400210177	0.866940354943576	1.11013293196751	0.889803229259765	0.90929369763993	0.760063568685609	1.01391132794469	1.03724427660849	1.10529223425883	0.992875101896503	1	1.14421792592738	0.960343354383759	1.18477089246604	1.04002015832016	1.11294306563608	1.02838333218751	0.983565199029651	0.996890806234593	0.965260413085966	0.898051689763207	0.996890806234593	1.11228098390281	1.13146490340703	0.826102569265068	0.963808081006492	1.01937420815368	0.919316998791974	0.858336361582809	0.757425554169654	1.0817370775592	0.943402017305218	1.12374004360679	0.972974960469068	1.03142586354217	1	0.92360954242332	0.994949616476296	0.879209062159322	1.01872243883754	1.03949655761695	0.970135239984679
Age	1.03333333333333	1.06666666666667	1.2	1.03333333333333	0.866666666666667	0.9	1.26666666666667	0.933333333333333	1	1.26666666666667	1.03333333333333	1.03333333333333	1	0.966666666666667	0.833333333333333	0.9	0.9	1.06666666666667	0.9	1	0.833333333333333	0.933333333333333	0.933333333333333	1	1.2	1	0.866666666666667	0.866666666666667	0.933333333333333	0.966666666666667	1.06666666666667	0.633333333333333	0.966666666666667	1.03333333333333	1	0.933333333333333	1.03333333333333	0.9	0.966666666666667	1.2	0.966666666666667	1.13333333333333	1.13333333333333
BMI	1.39935430128528	0.933472324844811	0.980313719215184	1.2442454219867	0.861918365233925	1.03686883185949	1.07739442684827	0.939341029635312	1.02473139027593	1.20286328788656	0.942607173279745	1.11694582625434	1.02532908515034	0.871495602001101	1.00515335344475	0.763722274252528	1.03237906091311	0.895652828696884	0.860770038073634	0.954655195945087	0.944508501856619	0.839403622878065	0.882423535059275	1.00261667992263	0.815749965879623	1.04987693133098	1.23171736091829	0.802708922596161	0.810643675023414	1.18377470197616	0.956518874451133	0.980313719215184	0.90080618214163	0.92596584197324	0.977753514398799	1.02473139027593	1.19830762931623	0.924808102295242	0.979452473844966	1.02737630775168	0.985330591153175	0.873331042954025	1.06675357558016
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	0.794032214457211	0.770806624035636	1.26862374688015	0.641269118749664	1.04354730808964	0.965223420973152	0.792613869953994	1.19398350417869	1.00498228255375	0.931881476828946	0.887005532502612	1.16334780330565	0.987723307387325	0.826015361351688	0.938982362740766	0.829112852335032	0.87423086129542	1.11194578255471	1.05655683146122	0.992772626424925	0.976242127835947	0.827946338859114	1.11334980218426	0.892042017965356	1.172734915289	0.851943475213911	1.04997414798657	1.12082011026394	1.44294772651964	1.01402558705978	1.0795367802	1.02599843719354	1.16065192661175	1.01708517143613	1.07642000425004	0.716017437103757	0.943685217211458	0.806499541337786	0.998470666781998	1.13885452728702	1.001529333218	1.44706315689544	1.08166689049613
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	1.08194202247794	1.13856523699626	1.12048417877126	1.08221761752266	0.961492912754239	0.927616935806035	0.956299151893292	1.02076135168961	0.912331490529253	1.17069853511016	1.04724378805963	0.850807525863952	1.01211922240539	1.05449805146409	1.00700958591862	0.952010963506027	0.97158238802593	0.916345331953045	0.956997065722368	1.03830583076444	0.868015061426759	0.863424904260679	1.09619156094714	0.998226123847542	0.791629379286488	0.980709340313783	1.00043470453247	0.979290246922802	0.992781633027893	0.868230618826116	0.991502335323296	0.88578887255605	1.04851044905823	0.992047902166653	1.1057209747018	1.11563015200267	1.08987909797044	1.05258676498824	0.905766150535316	0.961788750284778	0.962617205021091	0.916345623737933	0.922066739629055
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.0629699972023	0.89508836822372	0.965422693246439	0.979300905215879	0.854300067685254	1.01246049716158	0.981338579430227	1.01080497754559	1.00446287919936	1.09857218649642	1.01706747986979	0.931065269136337	0.909432060775386	1.11074201732859	1.09073912704078	0.954834470539425	1.125377873014	0.890079527690201	1.00218332679474	1.10312575005715	0.726492222566506	1.05648668284047	1.10643160962709	0.92054142453316	0.986734177964977	1.0738093201491	0.943736683087962	1.00227457753452	1.15246804704003	1.02646149000747	0.930534427171094	0.981238997436704	0.906416947447256	0.949742045776731	0.966029476469803	1.1045636521266	1.15202701617032	1.01778550920972	0.98726273554381	0.988544231587667	0.823506042110625	0.942107861553074	1.05289854068144
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.867063082388619	1.07847967433683	1.02012999804255	1.01618156412487	1.20628479567278	0.959681510896098	1.16369336492113	0.986030314493599	1.08512322242824	1.13297169451543	0.921211638955983	1.02859383539177	0.844897269622194	0.970166527427589	1.00317040140845	0.814515012100009	1.00636448567461	0.935285017588078	1.07408860281513	0.982908208271741	0.817395956072866	0.908644551330934	1.06000063215373	0.926308783836124	1.07732356943436	0.907049869254232	0.967678826782269	1.05847801013183	0.817167449359632	1.2420554509537	1.0300728620532	0.881602578343267	0.98080071159413	1.01790537452415	1.02120671633745	1.14747111220954	1.0801162344571	1.15331948316063	1.07219744039816	0.88512533417264	0.89780715813487	1.01698061291387	1.01333919522831
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	0.818656648507113	0.72188038464777	1.06759293318009	1.03015534190596	0.871728750189416	1.10999377256636	0.964530898232713	1.11779162882962	1.10144797884817	0.989303439791693	1.07504478365908	1.07703537481133	1.13351798110774	1.13913357089185	1.08419054626082	0.961781569478392	0.953592095880409	1.14790630430327	0.913727403677701	1.19484229580789	1.05454601520254	0.952549546869724	1.03527905438392	0.888567243590064	1.08231086959767	0.991745192641056	0.97312742077159	0.908423949943723	0.963201690915346	0.93214782061278	1.10909556376084	1.12859548959521	1.00729191122634	0.982980036757871	0.976628199995964	0.995669767576031	0.891559603037433	0.919473893443208	1.14497241103819	1.11776016671818	0.936074822069405	1.01722941054614	1.23115110335119
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	0.904048069038796	1.00265814365747	1.18795286775273	1.02322390929318	0.990973194638515	1.04053035567227	0.998518907418916	1.11870984692413	1.18858775682727	1.00870527944573	0.77145769831026	1.00155079130522	0.907960852546671	0.868740758341255	0.932729602792366	0.988487812856979	0.698092935227087	0.911090642947262	1.03191525455934	0.920171874728861	1.12439653006042	0.951309037072108	1.05383487278691	1.06123796088491	1.07796518054565	0.932911533937977	0.857938073326471	1.00325136322652	0.973867025440072	1.01950286036254	0.94184265167407	1.19491622013621	1.13981554447399	0.940162176786669	0.821815957014892	1.03337538224374	1.05110874978585	0.982988770375269	0.891469772978005	1.11333524033561	1.11574848078277	0.869389957235252	1.06273295026923
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	0.905646772369436	0.837506956435147	1.08415571226057	1.0003534563599	1.15430513991811	0.913575412573498	1.07030365047717	1.00890547441468	1.13175342320622	1.00426449974264	1.00318506677108	0.961272536168909	1.04106937992037	0.952308118415518	1.13077094038031	0.840244907884995	0.961305498616836	1.0633925867095	0.911338675082968	1.02825399074617	1.09582905238603	0.970894474836969	1.01920984150202	1.14044038703859	0.922221615739333	1.072470839107	0.938780987303499	1.01641656622872	0.910475893389674	1.01924325862917	1.06649441974658	0.99704116389382	0.999646543640104	1.05993935773303	0.985671877904808	0.98935501133743	0.974997945330049	0.907693716326676	0.94866712634914	0.915229293438254	1.06710890764271	1.01444792107507	0.995853678480735
