ID	H2_108	H2_109	H2_110	H2_111	H2_112	H2_113	H2_114	H2_115	H2_116	H2_117	H2_118	H2_119	H2_120	H2_121	H2_122	H2_123	H2_124	H2_125	H2_126	H2_127	H2_128	H2_129	H2_130	H2_131	H2_132	H2_133	H2_134	H2_135	H2_136	H2_137	H2_138	H2_139	H2_140	H2_141	H2_142	H2_143	H2_144	H2_145	H2_146	H2_147	H2_148	H2_149	H2_150	H2_151	H2_152	H2_153	H2_154	H2_155	H2_156	H2_157	H2_158	H2_159	H2_160	H2_161	H2_162	H2_163	H2_164	H2_165	H2_166
MAP	1.02715603178189	1.0842018680207	1.16329074141369	0.939111683477543	1.02525191761852	1.04024298019034	1.1158374173779	1.0841768235791	1.21365327198264	1.11644308773412	1.29724547972382	0.982729893241929	1.15214842023591	0.884779608913857	1.10100767047408	1.07380940688869	1.25930155471965	1.25014486490734	1.35546901855253	1.10246221235722	1.12343963307438	1.18247576581974	1.21365327198264	0.974748082381481	1.00694713167483	1.0689641668058	1.09474705113977	0.995093253714925	0.855143931879119	1.26544186252075	1.08441155383573	1.11672735442304	1.2509545124191	0.884779608913857	0.940568557931231	1.11055230359756	1.16287136978364	1.07069333817853	1.17393732996788	1.30625914613186	1.03295799408755	0.934172403971754	1.34268014810595	1.27203518007445	1.3472986377788	1.11644308773412	1.10009600369283	1.27203518007445	0.989845706597	0.934172403971754	1.1158374173779	1.12343963307438	1.16711615710231	1.01823812353294	1.0548476954203	1.20972755576071	1.26964392696844	1.02123621328043	1.17624375116629
Age	0.933333333333333	1.16666666666667	1.16666666666667	1.16666666666667	1.23333333333333	1.23333333333333	0.933333333333333	1.13333333333333	0.966666666666667	1.23333333333333	0.8	0.966666666666667	1.1	0.933333333333333	1.03333333333333	1.1	0.933333333333333	1	1.1	1.16666666666667	0.8	0.933333333333333	1.36666666666667	0.866666666666667	1.16666666666667	1	1.1	1	1.23333333333333	0.9	0.933333333333333	1.16666666666667	1	0.8	0.833333333333333	1.2	0.966666666666667	1.06666666666667	1.03333333333333	1.03333333333333	1.03333333333333	1.06666666666667	1.3	1.36666666666667	1.16666666666667	1.26666666666667	1.4	0.933333333333333	0.9	0.866666666666667	0.933333333333333	1.1	0.7	1.03333333333333	0.866666666666667	0.966666666666667	1.3	0.8	0.833333333333333
BMI	1.10302941882409	0.89737531943732	0.822404615898684	0.867198787667719	0.882423535059275	0.974233232776269	0.985330591153175	0.962166385075512	1.09342865076265	1.02387014490571	0.904905333603159	0.768550895836373	0.974341476729903	1.07457537779493	1.34700187779728	0.999166992182904	1.52702569146708	1.39379620957912	1.09833257248815	0.96804450238372	1.16397547097885	1.08464677174174	1.12976096911282	1.04428589581284	0.923758606570879	1.11374557023385	1.04248339867189	1.37878795009483	0.961460446247465	1.47064941665922	0.920685419539445	0.882423535059275	1.28987730783169	0.991947591101406	0.789037240626309	0.928121308528212	1.17534108611042	0.942607173279745	0.793122273311277	1.36826004903922	1.29287519472146	0.979452473844966	1.39717059717719	1.46762799847517	1.21002621386181	1.17236673051491	1.18768560308354	1.25010000800064	0.99057336351614	0.940272868888335	0.848350220958853	1.18768560308354	1.02491964063007	0.845658240894566	1.16908176183506	1.02132405886589	1.30310660146929	0.999166992182904	1.06625941840053
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.03034079555899	0.828538296775893	0.913140774563311	0.838052286224722	0.943995086399603	0.768981866926611	1.01189995564245	0.884482891680932	0.432689568125906	0.883767773247531	0.763202049592765	1.01524663782541	1.00184143750235	0.886712207397385	0.898504879520157	0.86081604783321	0.773579758658932	0.858286022107129	0.942702161993657	1.03730835666583	0.828531674609802	0.98486366197378	0.831328734801817	0.918925850128745	1.10818398442247	0.833172127320198	0.595985171558832	0.970112479619121	0.729619020142201	0.843026466002798	1.21261023509729	0.904440576846098	0.73663087885077	0.977186049059225	1.01773283833219	1.1886801202258	0.603151905335802	0.808827462501028	0.976418350500768	0.92574690528456	0.529295782960376	0.92748684450429	1.21045249928105	0.791446151888613	0.781499876196209	0.982491283153015	1.00774940856798	0.845563845101677	0.983169039474828	0.867586722283896	0.65862331098892	0.740920415383213	0.757391554551199	1.0969098994294	0.477334177077587	0.898096885626122	0.502632663532183	1.0713748195973	0.984535127805373
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.934092536020896	0.911409851335691	0.838703790069373	0.908190278316845	0.946666359727374	0.913846181731597	1.01609395197744	1.18627790041452	1.08378954353424	0.997825690605888	0.965947146011628	1.07645267251281	0.94428377628101	1.00740148352087	0.851786440485956	0.827442414072643	1.05927648171392	1.03287749592955	0.912283544864185	1.07619504344383	0.921811344508597	0.92858267699101	0.93303086920807	0.855324955360447	0.853443981747126	0.946898612564833	0.838849957000134	1.06331703578616	0.944582342427197	0.902080223115939	0.851159771739928	0.849633908511858	0.784048062561147	0.823909696061194	0.977960551461134	0.991023797662907	0.855406184907113	0.981764731272057	1.00983231190603	0.836720686372691	1.07302148635487	0.926114225558677	1.02032400993276	0.918093335218692	0.975884526935396	1.00834059028515	0.93424671029516	0.899316992195113	0.887701079268074	0.84415520877421	1.12024374461378	0.925768911060798	0.972814964264227	0.981395319556545	1.11302397568033	0.947787980954081	0.996278164890922	0.978181819059588	0.966584725129724
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.905644685446163	0.902478623209737	0.897292747224778	0.796776232720767	1.08950429837169	0.728679728673779	0.895072409115643	0.858584394259169	0.878033109388065	0.912463823424939	0.882065937290368	0.968458782223412	0.815445518594697	0.96179714367404	1.05773570464844	0.747172085194625	1.00839205723382	1.01081884286833	0.860980636760216	0.995165769383696	1.04474402614028	0.905119203716909	1.05388086196833	1.02484673701283	0.856106633119097	0.901041773224802	1.14489165986502	0.957820822243426	0.929218662285832	0.825231352261832	0.990408999809484	0.972176519901783	1.00804722338293	0.966344934286241	1.00473642193872	1.09676900319192	1.28660919258509	0.942438892755842	0.849200331298284	0.74304345353917	0.945234684560134	0.900819422370442	1.07547833071318	0.971840960831241	0.925632744513557	0.949299110869213	1.12005994411962	0.981419083385903	0.990393156002551	0.955804105227241	1.08844322811917	1.07672931600743	0.971262654620867	0.956864844783919	0.971174066693531	1.14360472634525	1.01554915502013	1.18624315491001	0.864550058180512
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.926688649742731	0.872104862338781	0.82066285909746	0.873480769566889	0.945554281349838	0.932439875843675	1.00837076784089	1.05029767179574	1.13963641988821	1.05330815417051	0.950501121109871	0.991851822215719	0.90865541771118	1.03194642710821	1.12795476719473	0.898514509852724	0.899395705423236	0.719997243475244	1.1043009128447	1.01058206600341	0.876968597776893	0.78698232250141	0.959789018959816	0.872055024902672	0.849954394114012	1.0289415617565	0.912420619180943	0.834445706292353	1.0974327453718	0.934596265933062	1.00905210670893	0.957410766333479	0.973341255269604	0.960788126032834	1.18192079540349	1.04510619451795	1.10204573817488	1.01852699840541	1.01206398877158	0.916738121454188	0.869916303299592	0.757687008191962	1.03309772966183	0.974715156812963	0.901559596105199	0.928168184594477	0.874735955888446	0.880333034076824	0.866739468340605	0.889052304590385	0.948346061994858	0.997067670006972	1.05178574071665	0.980582161365528	1.26866596092832	1.13222169227716	0.82056188030076	0.859255816660738	1.03062692435387
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	1.1438211321084	1.11822451240198	1.11359249219954	1.12634489658955	0.945797491740976	1.18079958753979	1.09210867917392	1.01260298947033	1.02927630050773	1.07408700217618	1.04921740161918	1.15220839027055	0.902683522533752	0.991426226158089	1.04185924120134	1.16877327044509	1.02151515835822	1.04202928391086	1.0410507033795	1.17994031954056	1.20837187016309	1.17123593976357	1.14772876896803	0.932281950743547	1.04183463571727	0.95570769265406	0.970291049182121	1.06860149621821	1.07858030221326	1.02355615002355	1.16641241502198	1.09352597595502	1.0754448549582	1.24076762315344	0.981756590901285	0.960020619381982	0.943078992432883	0.902718326481456	1.20190542269047	1.11909992772013	1.04678133213147	1.09332557464924	1.01554912362913	0.966993586800953	1.18405750501053	1.15022794831482	0.96949574492528	1.23768545353899	1.15032391421184	1.10658883813064	0.880820528616685	0.977961795673203	0.910015072825681	1.11093639326505	0.709682453533932	0.936463968937504	0.861924249663455	1.03745204373636	0.906583949618638
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	0.820135472712519	1.03051261211828	1.03672111613807	1.20462621832879	0.970220645154487	0.977783633590977	1.03183678597187	0.7864008364088	0.930068724731284	0.914127691291631	0.831347160837126	1.06951008343054	1.1342131931426	0.899005192977309	1.10924257944626	0.87281349589057	0.880573665544472	0.911171557510682	0.919207957822592	0.866983247028266	0.89313923443433	1.00004691364894	0.941347472404512	0.915507132243424	0.906127037640695	0.940533232748835	0.869192467167691	0.865297572329531	0.976240038241064	0.963679159131678	1.00467092020254	0.908915846358067	0.950123365606387	1.00521733502901	0.858195845934583	0.974469175885172	0.913886947632684	0.758817453557689	1.08209404750759	0.998194835461947	0.752247477384636	0.895155229440054	0.890085993246186	1.12702128425147	0.962966989063461	0.959989392427963	0.951288953389678	1.00469223250489	1.20334207562956	0.882575991658663	0.83450415801669	0.920997227652925	1.11430979728026	1.06522822784228	0.935950778734873	0.989554334728469	1.00335054875552	1.05197597946899	1.06434944209831
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.06699037906441	1.054103477834	0.982740795549935	1.01526154606362	1.11021310194442	1.02137789531223	0.966890475516021	1.12405354456441	1.0303827154563	1.08179365000344	1.04287130933443	1.04883928786893	0.994255976391244	1.00477328375216	0.992180770179166	1.03779930666708	1.03091877241797	1.11263243676144	1.1158102826545	0.924311248263684	1.13845016237673	1.11940867718951	1.12617982004483	1.13582726704675	0.986930647961052	1.17912694436007	0.959100342097392	0.922321677043572	0.879825772214648	0.956138542786075	1.05421283175675	0.926017043757136	0.997384506950738	1.02514862620209	0.91086153490512	1.01335606650747	0.961869732892159	1.05678874387437	1.00218216233863	1.06666735364425	0.942261380927682	0.998387697004405	1.0395499247153	0.958969899603318	0.970651675170561	1.12336482065013	1.13630764612354	1.17516149996221	1.06573332424038	1.05729682933943	0.981649751249475	0.992300933738473	0.849804506250649	1.00857405985897	0.870474044300406	0.962433982841325	0.934928506098073	1.0061208958423	1.04806937188305
